[236.24495659 335.59805582],[276.62209136 330.40352516],[302.51587073 307.51080323],[323.67176811 284.17389479],[338.06193452 266.04467396],[278.53604759 261.25967904],[306.67623166 238.34699648],[326.53681285 234.00319012],[340.94552584 231.55569184],[259.02436071 248.29329446],[268.44714005 211.757203  ],[280.94605481 182.237754  ],[295.0695292 157.7094007],[238.53375506 244.68972287],[229.90293956 210.38455797],[229.50409959 181.14992842],[234.5323686  156.74478233],[222.03681298 251.77001954],[209.92676212 220.85905352],[205.56801542 196.35722069],[203.85742192 173.13993763]
[276.09457485 405.25039684],[310.69425636 397.70009026],[336.45999758 376.73615217],[358.71949943 354.44894328],[370.45497615 341.73649777],[319.12002657 326.55559573],[341.36617116 312.11146097],[349.393286   326.01417974],[355.72801574 337.22901292],[297.87622652 315.28274163],[309.80789062 282.27970812],[322.44973046 254.54230477],[334.76342012 230.15312806],[275.5044232  315.94963109],[267.95943347 284.90089518],[270.88148602 254.74658395],[277.77873389 228.64711688],[255.14562671 327.11947824],[242.74963574 302.73003997],[235.90218647 279.59462743],[233.29399152 254.53967085]
[268.29050704 407.51320177],[302.86504049 397.26191485],[328.76147686 375.0058478 ],[350.9366703  352.06655045],[358.23817511 338.82441083],[312.08774316 323.37770956],[334.62139253 307.71602825],[343.10013947 323.98277361],[348.84245822 337.90751745],[290.49240277 314.14909734],[302.67870538 279.31360255],[314.66183945 251.87197018],[325.15267635 227.56263521],[268.57394447 316.90453427],[261.30752091 283.59522966],[265.76201353 254.49758019],[273.27363986 230.3549547 ],[247.40076513 330.29581889],[233.5460715  303.62948067],[226.96366313 279.75514166],[223.63733988 254.81613684]
[253.06044902 405.39933862],[287.96227264 391.79978726],[315.85067043 367.88847661],[336.34361681 342.45360048],[341.57673447 326.71660517],[295.08376429 316.62351922],[316.5766684  296.64838042],[326.71780261 312.97623127],[331.9341243  328.52715304],[274.0820579  306.29717722],[285.62314788 271.36635935],[297.13380949 246.02905378],[307.52436473 222.75515491],[253.48890782 309.03554391],[244.9615616  276.33922151],[247.63066922 250.01523963],[252.40554069 226.27584056],[233.50045421 324.26728792],[220.36157965 298.14131324],[215.91791377 278.32232611],[213.69165827 256.65287531]
[240.07688109 402.66498891],[278.14442986 391.68780758],[305.30693866 364.92826821],[324.54222309 339.84923926],[327.91903651 322.69747723],[282.66079746 317.15256033],[307.429954   297.46594392],[320.24335963 314.5721177 ],[325.55841023 329.57678286],[261.09205035 308.40969047],[272.12756814 272.86925391],[284.88105028 246.91095627],[294.92203977 222.48249559],[239.20333504 310.87567076],[231.64291113 277.18032617],[235.97951009 249.98422248],[240.73913674 225.85751751],[217.57746847 324.79527388],[204.66858699 298.23773933],[201.01003126 277.10312295],[198.9169935  254.04082383]
[226.43155944 396.87007279],[264.57718837 386.90858163],[292.8415709  359.51946601],[312.05649855 334.9759968 ],[322.06652378 320.57192798],[263.67982031 309.32937026],[294.08614507 289.83922538],[311.08295009 303.25256498],[320.18800763 315.02201097],[242.76126488 300.41302502],[248.48855017 255.30369952],[259.38423819 223.32995426],[268.29086263 195.56434186],[221.96491038 303.2923622 ],[213.72392186 265.0953372 ],[218.84832585 234.96397841],[222.70399181 209.65207542],[202.15606132 317.29684542],[187.55809312 290.20774458],[181.01449355 268.25133049],[173.80369887 244.83588891]
[217.96291386 394.78983609],[252.38816182 389.71696395],[281.98629848 358.94524479],[303.50747596 332.01204251],[313.84966987 311.16469584],[255.46449944 302.92588509],[285.21268142 283.28297708],[304.61358029 290.24626141],[316.27806117 296.84061772],[233.82556207 293.92816452],[236.32529788 247.06949763],[248.75999071 212.77577682],[259.4212445  185.17009862],[210.1196725  297.96277562],[201.0064811  257.14307108],[205.78160955 224.65775083],[210.09869648 196.68618033],[188.50123533 315.11635252],[175.96675857 284.65962726],[170.16725498 263.86820868],[163.70563712 242.71283707]
[214.4024061  391.92884684],[249.09901859 384.10730872],[279.39542323 351.07697205],[298.13751135 320.88654364],[305.2266533  302.76545969],[253.52215636 297.27540457],[279.7676499  277.89285303],[294.10548248 277.89749807],[300.82096318 277.06160556],[229.31976784 287.2980836 ],[231.83418885 245.08126682],[243.36096786 210.8944104 ],[251.64897139 184.07648679],[203.69709883 292.29136786],[195.18548868 255.07339299],[200.95555227 221.70955896],[203.95653073 193.13705433],[181.07139663 310.63029441],[168.57406643 282.60455278],[164.32094986 260.89321   ],[158.43967757 239.23116362]
[215.03287787 383.1745858 ],[250.10103137 375.01156283],[279.51124523 342.89364876],[298.60925389 312.72198412],[310.52644857 297.22906807],[253.56620391 288.77991585],[275.38052795 263.29319545],[286.84882815 256.737871  ],[293.56867944 251.88893166],[230.41586306 279.88584469],[233.64616922 233.16881654],[244.26389616 198.65049361],[251.38129599 172.18384785],[205.4582074  284.70575961],[199.1114296  245.30947681],[205.78153305 211.95347641],[210.24458871 183.09267401],[182.27378607 301.18836579],[170.06763892 272.74367216],[163.93064415 249.70824408],[157.36624532 226.41119817]
[214.16727617 369.42752809],[256.56344337 358.67707268],[284.05887792 327.72113801],[304.0463769  298.66764416],[317.10755418 281.45441835],[257.82545314 275.75083916],[280.42975485 256.26434876],[298.10821951 255.2767699 ],[308.13250055 254.03351389],[233.89427832 266.34529436],[236.77121042 223.98418453],[248.9193467  191.39806186],[257.00260619 165.66659183],[208.1518997  270.23066108],[198.83608826 233.38175354],[203.61899641 199.81368719],[206.78136222 171.54390647],[186.64404441 285.1140341 ],[172.75170142 253.5217453 ],[166.93581142 229.30082375],[160.0381522  204.57975593]
[204.79661034 359.85403302],[249.12119408 346.635619  ],[284.46518192 320.59455233],[314.04908796 298.58420118],[324.4332184  284.56988083],[260.88860832 268.37036132],[286.88507918 248.77216247],[299.43147876 247.52594085],[303.01659919 243.3106948 ],[232.84366528 264.85883746],[238.30467548 217.41975489],[249.48037169 180.17258248],[254.41183482 144.59755848],[204.45062    269.26814711],[200.23312764 230.91078695],[206.03425911 190.66497849],[210.51600116 156.5634897 ],[179.64253344 282.82942635],[169.85716206 252.51662246],[165.766412   225.36777725],[162.89683613 196.57728866]
[207.69222089 363.95452951],[253.80864609 349.00254974],[286.56694706 318.08374898],[311.76810029 295.87618526],[321.97750663 284.04558448],[261.35877193 260.82557289],[287.88880651 241.63974081],[297.22695188 251.46291291],[298.31307176 255.80798406],[234.04319759 256.58833877],[237.70204418 208.93593477],[249.02525833 171.2539122 ],[256.73418627 133.59980179],[204.67240191 262.02808758],[197.05840364 219.13220481],[202.57999659 181.04031657],[206.85309031 146.33762627],[177.44831153 274.93781662],[166.15669223 244.18319246],[163.12428406 218.29086563],[161.11869703 189.59167772]
[198.86710741 360.86540739],[243.70918751 345.64357635],[277.55403657 316.9223223 ],[307.00135966 291.75820737],[317.29373957 277.72618458],[255.29314876 262.90431666],[284.87251143 246.05865202],[294.32582911 255.7777372 ],[297.55497771 259.5310091 ],[228.95745492 257.02873232],[234.89416822 210.02037743],[247.91644899 172.35006966],[262.05199095 134.88116677],[200.5543507 260.7864076],[192.90171121 220.0745505 ],[199.97040867 181.25076861],[209.69136181 144.38436784],[173.52182989 273.10900987],[160.79484035 243.37008958],[156.52063799 217.0235598 ],[156.18956598 187.32826404]
[187.79128791 371.0861008 ],[234.54795925 353.13470213],[268.83196752 315.7066106 ],[300.58056172 291.66263847],[312.73692147 276.44616466],[247.21161171 265.35603286],[276.07325201 243.13642946],[291.58944085 253.60742822],[295.95531324 261.8737641 ],[216.63060497 261.88901981],[221.7252264  205.91916672],[235.15024648 166.08762995],[243.68699821 124.5389448 ],[185.70414781 268.06365476],[177.52121605 221.62267806],[186.27667494 179.89809427],[194.01100769 140.36258433],[159.56534854 281.51520329],[147.24521438 249.9484125 ],[143.55825997 221.97554729],[139.17910571 188.40837788]
[167.48100582 377.97597728],[210.74093158 361.79280334],[247.97682318 333.95176495],[276.51969841 307.71752885],[286.95707527 292.90907456],[225.01151492 277.45301334],[255.71797647 252.37663915],[264.37674766 261.08063349],[267.14220142 266.72559931],[197.22022179 270.26646869],[209.20551596 218.52861748],[224.16749401 181.11963776],[236.94421311 142.56802311],[166.46392803 273.55587235],[159.45343255 228.5504054 ],[169.2474166  192.38518771],[178.84371154 157.10763649],[137.58897912 286.08440579],[124.68324252 256.10562024],[122.06214921 229.61607834],[121.07376638 198.72907066]
[153.20271651 380.63412168],[202.33979122 362.90109229],[236.22018009 340.19803852],[263.84025524 314.1376408 ],[278.44781606 297.83748705],[211.46233171 279.86427083],[239.68711071 258.6893728 ],[252.15939359 262.82440937],[258.93976466 266.47954334],[182.06786401 273.5565929 ],[199.26758249 226.56133882],[215.70586482 191.13113488],[226.95245018 156.08944795],[152.6355246  278.33770599],[144.26989419 239.43986466],[152.17842105 203.86539386],[159.72537566 171.64134913],[127.3885482  293.31276257],[112.97881288 263.80415411],[108.63134861 236.31990382],[106.49363859 206.80596555]
[152.90123153 384.52946202],[200.56231569 368.80605927],[235.05220996 344.42565866],[257.95127078 318.2035681 ],[267.99123346 303.0865474 ],[205.93545642 279.83223325],[230.72179798 251.5707818 ],[242.84162858 246.61718039],[249.87806721 242.55857586],[177.28766049 277.37131808],[194.50360204 227.24360754],[208.10037778 190.46209823],[214.89326576 155.24288987],[149.77815524 283.23105788],[143.71511388 243.47615572],[148.19223799 210.34895091],[151.40923059 179.27965767],[125.68813058 298.36729074],[109.45164952 270.28475017],[104.43546846 246.22832765],[102.3199261  217.93121502]
[154.89194082 387.74524338],[200.76278129 369.38330571],[231.38991785 345.00354367],[254.43578759 320.36162439],[262.4728666  306.13571449],[205.3364297  281.05391877],[231.03810652 259.05124702],[241.94219017 270.6860893 ],[245.77522136 283.86873006],[178.709661   278.63923326],[196.4834628  226.50987316],[214.19753878 192.85191758],[224.45809738 163.88517038],[153.10611072 285.27246855],[146.72949553 242.07692014],[154.81704081 206.63273704],[161.26725574 177.39274288],[132.12416538 301.58299946],[116.41457105 272.65065988],[111.45420653 247.67805453],[108.52968182 220.29540501]
[157.06743221 385.72871727],[199.78216392 369.16770554],[229.91387897 342.06279791],[251.64288133 317.09342304],[260.08466939 305.96334939],[209.5753547  281.07880706],[235.82119734 256.97145977],[245.86783262 265.87293475],[248.51234561 275.95893422],[182.49907895 278.62126692],[199.64004335 224.46810283],[211.54041767 189.88629915],[217.10622694 158.59015036],[158.72834094 284.12067045],[155.29156681 240.7721444 ],[160.34387599 204.60683356],[165.40374476 174.11522993],[138.47971964 297.77396492],[126.93992914 268.18223271],[122.89763665 243.80546481],[122.31574758 217.53233785]
[172.66397997 382.24703364],[212.79347504 370.38734363],[239.88314068 340.61690563],[256.07991809 313.07564754],[260.05978579 295.45285606],[214.66709137 286.89643573],[233.69111648 266.05991563],[241.51637945 279.17523972],[242.18701406 291.57683087],[189.42744612 280.61321599],[204.58617236 234.69392208],[218.24507322 201.11789131],[225.15825459 174.61697541],[164.73952282 285.72023883],[161.84355851 249.65269454],[166.22533468 215.84284653],[168.6709221  186.83749655],[143.58977077 302.00839525],[131.59456073 275.51718222],[126.31456535 252.63566673],[120.94737142 229.28891998]
[178.2065345  378.99632839],[217.71596558 367.61499066],[243.4597181  341.63266918],[261.68773282 315.0385192 ],[266.81620958 293.25736826],[217.97942134 285.75802483],[235.7104729  263.72141366],[241.62723039 276.56697921],[239.91086506 286.88354634],[194.08024732 280.10672865],[204.0488154  234.19685675],[216.17387624 200.13126282],[222.9058075  170.42304109],[169.57068485 286.44952882],[165.79954762 249.01546501],[170.551289   217.95873528],[173.26440163 190.08632752],[148.36867008 302.72288839],[137.93041362 275.6024506 ],[133.38775308 253.56323735],[129.43655271 231.11892572]
[188.74389574 375.69306839],[228.34362434 364.97078682],[253.06498361 342.87983927],[271.27113421 318.55978415],[276.12694592 299.83454717],[228.58422453 293.86927781],[248.96041949 268.65512976],[253.91675883 276.66094057],[251.96205799 285.08916818],[204.54762841 288.13479667],[215.14246517 238.52159958],[224.4065121 201.5820572],[227.57993927 170.84124494],[181.50876055 293.77965393],[178.95528859 252.66246449],[182.78331524 220.78459437],[183.94025177 195.48946426],[160.75074471 307.20622801],[149.67818385 279.14794276],[143.10494098 258.67595888],[135.38628421 238.9572025 ]
[199.84162111 369.86728601],[238.04667125 362.93026533],[265.54885911 336.83998735],[280.80696604 311.6151988 ],[285.65970203 293.20862483],[237.16428537 284.93291126],[258.82982802 264.39293725],[270.56208722 267.97620405],[274.17668535 271.86899128],[214.99273687 277.45513898],[220.73339166 232.18054844],[230.98058563 198.70034357],[236.51982014 173.15225283],[192.07110433 282.67667563],[188.99938113 243.80088132],[195.12315037 212.69035419],[199.28436561 187.41141769],[171.89988126 298.42174326],[163.16471967 269.70064675],[159.66683454 249.7807051 ],[156.49893927 230.56813722]
[214.16752793 363.73519137],[244.2435414  361.60056323],[273.66894804 330.80572436],[289.84304105 305.02316828],[294.38768802 290.81716099],[252.62306864 280.54655187],[275.17091811 257.97352097],[287.54327289 251.81096898],[293.96263934 246.74099182],[231.87183626 270.91171797],[236.32969806 228.73357747],[245.38540914 199.72267664],[252.93389485 178.75872313],[210.45889233 273.70237852],[207.663067   237.53586677],[209.92330878 207.06467548],[213.204011  180.4667518],[189.29605266 289.10814577],[183.9947518  262.25762378],[180.37366541 246.63811808],[175.97073524 231.65686586]
[230.90882011 357.17530788],[264.55999939 348.86568622],[291.43931468 325.51226528],[309.63290336 300.96575629],[319.57047782 285.49855081],[262.55930567 282.0968327 ],[289.39376576 259.90529857],[305.53476512 257.4899083 ],[315.22579548 256.75450046],[244.32361625 272.41368937],[251.82149226 232.67014025],[262.07992987 204.32469455],[272.03585419 180.10343591],[225.07668947 272.46490182],[218.32624128 234.20433114],[220.98214392 206.30273207],[224.90898634 182.12614459],[208.49757662 283.6082982 ],[198.68624509 252.93450648],[194.02537716 232.08120071],[190.21514808 212.61240647]
[248.67585973 354.3121836 ],[284.04619436 346.02212007],[310.35632242 321.2060303 ],[329.16815237 298.29095752],[341.0689081  283.19557262],[280.93617639 280.0739375 ],[309.74102476 262.79541041],[329.83363624 262.50674854],[342.93372031 262.20702667],[261.66587308 268.82473634],[268.44484592 235.38124778],[279.57365479 208.23824711],[290.33226821 183.4000963 ],[243.35729268 266.26185669],[234.48092355 231.9001299 ],[236.8491003  204.49178224],[241.4970666  178.74965259],[229.46846252 274.07183793],[218.96766665 240.47071192],[216.42385474 216.808789  ],[214.67369727 194.66910472]
[278.29554907 349.24778751],[310.80286005 343.15911506],[333.62096711 321.23718322],[352.79359752 301.38657598],[366.21082759 285.01131409],[311.11646815 276.04827029],[336.46342758 259.2686407 ],[353.53821289 263.74309856],[365.7076788 268.7366003],[294.60140277 267.6527429 ],[302.7120217  235.48673984],[315.77183646 210.91358194],[328.45191784 190.19991333],[275.67134695 266.30535958],[265.92985601 234.42178068],[267.02939509 211.13465911],[271.21171823 191.50502417],[259.185296   275.42978745],[247.60479152 245.97956966],[242.82775123 224.95997946],[239.6082449  206.91218062]
[300.78860481 344.78254541],[334.85506254 337.75605192],[359.45209504 316.36428755],[378.66136544 295.51473862],[393.06459375 282.74085504],[334.5876712  272.24789824],[359.44250913 254.80525075],[377.50410572 257.79413206],[391.10648207 263.1696061 ],[318.10912592 263.27523374],[327.50335623 231.98503321],[341.1625964  205.54724709],[355.12784515 185.65477769],[299.3250244  262.38336648],[291.71981536 232.6355179 ],[292.86876283 207.96118965],[296.59924216 189.38787761],[283.26212853 269.98755221],[270.72457246 243.90636772],[264.88041896 224.79960523],[261.86092788 207.54789693]
[324.52382651 348.96278326],[357.03237428 341.94079623],[384.0400089  318.90985121],[405.01050132 297.95645984],[422.01146437 285.61437763],[357.4519663  272.75056389],[383.84603106 252.39251347],[404.55793961 251.42176031],[418.7893659 253.4412606],[340.05468027 261.59975809],[350.22205143 230.92474997],[364.52276722 205.20399333],[378.01220487 186.87212725],[321.80673444 259.96670969],[314.46237682 232.19452363],[316.57744493 204.63559951],[320.84848376 183.08935606],[308.34366206 268.87818221],[295.22480507 244.77760929],[289.86120425 223.96239007],[285.85872268 203.7251194 ]
