[254.18976659 318.31015989],[288.41137275 311.66634403],[311.25388472 287.14028272],[328.01199899 268.44476252],[345.61948986 254.36805374],[284.48386507 245.92417528],[295.82839089 213.12409155],[303.10940406 192.12138515],[307.69622013 174.14356628],[262.89396296 242.29141814],[264.44291995 205.48586469],[267.36807694 179.96230533],[267.71957721 158.69650916],[241.95457728 245.67057373],[236.7496589 213.3663674],[235.18417017 190.33035477],[232.45121501 170.88920642],[223.97484883 254.65919978],[212.53070691 232.63878747],[206.54240685 217.81178994],[200.48358285 203.44381702]
[300.01614707 315.4198418 ],[325.86070097 310.06760243],[343.34092514 290.91996214],[359.27584087 277.1089987 ],[375.39596755 268.32814227],[324.05608339 258.48090691],[336.04835994 234.67448332],[343.12683733 219.1957403 ],[348.54844247 206.49976913],[307.04182344 256.51897036],[308.23207734 227.24504021],[309.25504685 207.07343416],[310.39622182 191.32913144],[291.49034543 259.19144692],[288.56086037 234.6772055 ],[286.39648799 215.52206348],[284.34482317 199.84281241],[277.91013856 266.64389718],[267.50707963 251.58375977],[260.92031675 239.13704169],[255.46899854 226.6373234 ]
[284.52376596 312.71963439],[311.68264712 305.34025992],[328.77219006 283.26385112],[341.71115685 265.99619441],[356.40326938 254.54261519],[308.69255511 249.01012732],[319.43348083 225.20220232],[325.98055347 208.66480877],[331.27568973 193.83930138],[291.28906993 246.36496178],[291.1371274  218.03320829],[292.96284766 197.94973774],[294.50015285 181.79723531],[274.34782538 249.40722737],[271.148082   224.81204733],[269.21500114 205.84034174],[267.46138337 189.67977287],[260.41284666 258.08728327],[248.84373925 243.01082185],[240.58865236 231.75735815],[233.54986956 219.56683697]
[271.2250789  301.48050572],[297.93467098 294.10269683],[315.49443047 273.52581053],[328.83591164 256.91822517],[343.33030004 245.76321133],[295.52200585 240.35915806],[306.20602339 214.19183237],[313.67500868 197.29518412],[318.90520286 183.52375297],[277.4208898  237.59269133],[278.19735151 206.42065491],[280.45999608 185.66092797],[281.57011639 168.73748914],[260.80764329 240.39886958],[255.51426513 212.7441607 ],[251.96067005 192.77107893],[248.50555559 175.4089439 ],[246.42828637 248.97618993],[234.70117587 232.29198573],[226.95729899 221.31661286],[220.28053405 209.74930346]
[252.79808973 295.00494559],[281.36432255 288.09242477],[299.51459976 266.13959111],[313.19034958 248.07583519],[328.97306725 235.68414496],[279.144      228.17753135],[290.40674294 202.27926966],[297.32569366 184.78323475],[301.83891404 170.31110699],[260.4106034  224.85085951],[261.12866365 193.17534952],[263.61088735 172.18053976],[265.06683836 154.6868733 ],[242.54481509 228.24237904],[236.46175162 200.50033266],[233.58631552 180.25125502],[230.75135161 162.80233307],[227.23463879 237.78214571],[214.98487473 220.09799375],[207.4091705  208.28939923],[200.83809949 196.41883883]
[233.17485024 295.06830085],[262.36990165 286.4270707 ],[282.07627327 263.78634267],[296.67384378 246.4439525 ],[314.39970893 233.93202607],[261.94790813 224.17407445],[271.80456945 197.33195481],[278.66513383 178.75889084],[282.69805167 163.2207205 ],[242.26922197 220.29465815],[242.78797671 187.80416998],[244.79096107 165.05090876],[246.02003925 146.00730427],[222.96805658 223.59542386],[216.31133974 194.15985498],[213.34266613 173.20451674],[210.3662111  156.25816016],[205.53932521 232.34152192],[192.09129711 213.26400018],[183.43891452 201.63362127],[176.63831287 189.56491388]
[212.5890528  298.79414555],[243.49414824 289.29511094],[263.20435594 265.20038909],[278.3290783  246.71806009],[295.57501467 234.31299687],[243.47827905 226.4174597 ],[255.49361683 194.66639246],[262.39622642 175.05295773],[266.11627345 158.91776778],[221.88958288 222.63390791],[222.30541131 186.03257517],[223.55578015 162.36836903],[223.15331215 141.38880833],[202.43841648 226.14648564],[196.20459945 193.22952863],[192.48157663 170.83578319],[187.9813127  152.10830292],[185.35844576 235.56569839],[171.08513562 214.58096333],[161.06862071 202.01794838],[152.03367759 189.11337118]
[195.90534807 293.17623414],[227.80184822 285.03621571],[247.48255133 258.39225537],[263.45117378 238.30074324],[280.63241105 225.54875665],[225.47519262 217.68089214],[236.0442964  185.68510808],[242.19392997 165.45769976],[245.39334074 148.72386574],[203.28928756 213.40900065],[203.13568884 177.37048329],[205.34265395 152.42981127],[205.38538613 131.81723971],[182.90566938 216.11584128],[174.68244352 183.42519433],[169.67124364 159.95127623],[164.26459132 140.77170432],[165.50135217 226.50533386],[151.19718116 206.20548115],[141.61063358 194.18563971],[132.21117991 182.21339868]
[179.78737696 278.59717723],[213.43189486 271.44385174],[235.24340646 244.6465518 ],[252.13607572 223.38640286],[269.12682627 210.31286158],[212.55308755 202.10258667],[222.27704393 168.32103942],[229.32565004 146.09557251],[233.42669243 128.22324663],[188.7933361  198.43330563],[188.43633633 159.41853813],[191.04755285 131.74968565],[191.9643884  109.88931618],[166.80459175 201.80583052],[159.08677229 167.2502765 ],[155.2039826  141.76704019],[152.32380336 121.08141957],[147.94627648 211.78829016],[133.80953435 188.14125095],[125.05640765 174.03157732],[117.965464   160.72274174]
[168.53282374 265.75625998],[205.58019626 259.01134679],[229.49307622 235.29603982],[245.53330468 215.01700033],[261.54727529 203.46722366],[206.18195534 189.47184011],[219.11085695 151.31762822],[226.0422989  125.72855047],[230.38085541 105.73857498],[181.55461477 184.61880483],[185.13019172 142.29772513],[188.79046849 114.23785598],[192.37653492  93.67226727],[158.87878802 188.13784432],[153.13682064 152.93816204],[149.81574449 127.35563152],[148.06903391 107.8993153 ],[139.91615854 199.63602116],[125.70973362 175.53177721],[115.98124671 159.8913164 ],[108.91307111 146.82793841]
[157.98571065 251.31424698],[192.51075839 248.91871775],[218.94030103 224.16943637],[237.08905273 203.23731834],[254.93510604 189.42693396],[197.21103367 178.30185106],[209.51945894 139.01420656],[216.65288395 111.14239223],[220.34380189  88.03203912],[171.17372137 172.58943552],[172.75616232 129.99139667],[176.3940167  100.99349802],[177.93111597  79.49107154],[146.49285703 175.27560525],[142.76632364 139.60352277],[142.12340535 112.30208444],[140.81538673  92.40842836],[126.33175798 185.12306248],[112.78764801 160.5148538 ],[104.52993056 143.32080087],[ 96.46320058 129.84470465]
[139.76567145 247.7939215 ],[177.17726917 242.06042363],[205.54603545 215.74323066],[225.11302217 194.57708385],[242.85288021 180.23102964],[184.70947852 168.72004882],[197.82373393 130.26456833],[206.13566973 104.28157995],[211.06853532  82.76368009],[158.17344702 161.48943685],[161.64068027 117.87867192],[166.73195962  89.24138117],[169.28267091  67.54454771],[132.82764701 164.57693989],[131.10784545 127.27771133],[131.09316739 100.58486944],[130.00703172  80.77494376],[110.56333188 175.89840009],[ 97.63942521 149.0654494 ],[ 89.70543308 131.68988133],[ 81.93515992 116.96952911]
[125.18959081 244.13589084],[165.87643233 235.3934051 ],[196.01499796 206.59879274],[217.69869474 184.2274868 ],[234.34427664 167.57935832],[170.54244728 157.658324  ],[187.61585514 121.02960675],[197.48147789  98.88795435],[202.42909053  81.97684679],[143.4103131  150.87772196],[148.45166092 104.07164007],[153.33698908  76.28549222],[155.91489442  53.58942102],[118.81931414 152.70376543],[116.5556759  110.80079297],[116.20863155  83.35205083],[113.37888322  60.09048641],[ 96.05016079 163.16158974],[ 82.26123832 134.56900393],[ 75.25957271 117.97294376],[ 68.23259486 101.15932618]
[117.10739201 252.04502829],[156.89217282 246.4835558 ],[185.04461988 219.3288753 ],[205.09097187 194.94092588],[222.96376915 178.12983829],[161.80618971 169.2857932 ],[177.82677134 128.06042183],[185.94303149 104.45917101],[189.85685077  85.76571478],[134.2402038  160.46656592],[139.0419041 110.4716868],[141.7975847   80.22957687],[142.16834423  56.68335644],[108.99275343 161.20151246],[105.78742878 117.50874845],[103.17358243  88.20400917],[99.5124327  63.88355316],[ 86.08865367 171.45925775],[ 71.82690869 141.23517221],[ 63.48329883 124.33645156],[ 55.61495173 108.41116483]
[ 69.35305134 284.21126225],[117.46184382 266.41057574],[148.97996028 237.14804663],[176.84816342 210.35456989],[197.13852225 186.76169512],[139.80859951 186.34743433],[164.44770246 136.49020809],[173.35281911 104.44433751],[178.12156904  81.73248302],[111.42034637 176.71944762],[122.69746591 124.99973798],[125.17671043  89.30516234],[127.68817587  62.16060617],[ 80.34194711 175.08400071],[ 85.28690287 127.97526608],[84.19595943 98.68603864],[83.86524371 76.73451567],[ 51.65210811 182.8425919 ],[ 43.60792924 146.86794267],[ 39.12174566 130.92240975],[ 38.86227915 116.92743038]
[ 47.81789753 297.59620987],[ 90.29945694 271.6310252 ],[123.05841181 245.38637426],[153.4113524  217.50315559],[174.12505907 192.99166645],[113.44754829 198.15430234],[134.4229262  141.61210961],[142.78315453 110.55870558],[145.73309202  84.61929428],[ 83.34149288 188.14797018],[ 94.48795455 126.94080762],[96.08824474 90.87000933],[95.72160853 62.42605274],[ 53.6331866  185.45691598],[ 54.10095088 130.35440243],[52.34260486 99.5608493 ],[50.22789316 75.99072455],[ 27.63460528 189.86803373],[ 16.62272371 147.53244473],[ 12.18745922 129.96670259],[ 11.33268048 113.13595014]
[ 38.91960604 298.97398163],[ 76.48348779 276.08273479],[107.15248841 255.64896029],[137.88345502 233.69363023],[161.21843841 214.46905765],[101.2337817 211.8818562],[130.18034047 157.21049043],[143.04415784 122.81341138],[149.07963288  93.99947397],[ 72.30405838 199.66893263],[ 80.54107257 126.86558139],[87.37382479 80.44991044],[90.55244172 49.48010096],[ 43.83238869 192.853157  ],[ 47.88724683 127.96455951],[52.00435639 88.11806963],[51.00517352 55.19785699],[ 18.70907386 193.52532052],[ 13.98235408 143.56485389],[ 14.04386324 124.28447884],[ 14.90348576 104.44733747]
[ 29.07188057 283.84518502],[ 76.52924254 269.77547563],[105.73913216 248.20978137],[134.36988529 228.36554807],[159.97333479 206.12340735],[ 95.43400198 200.72774239],[120.51525984 154.20578317],[131.0099524 124.0241372],[141.33348506  96.8305902 ],[ 65.16399057 190.39272937],[ 78.1363365  128.73717906],[81.17750542 90.61928362],[86.59265942 60.11346434],[ 35.20794451 184.29319708],[ 39.90440708 125.20472607],[41.60274863 92.24611647],[45.14925902 66.81931896],[ 11.30659863 183.24211377],[  9.21372755 139.52744212],[  9.15852171 117.08962825],[14.5995262 95.9179486]
[ 29.1753424  286.29811636],[ 76.81078604 267.32835099],[106.50863106 242.55765624],[138.37488186 221.23255441],[163.84851657 197.28411211],[ 94.01193696 192.80456872],[117.10464728 145.1158836 ],[125.40739386 112.18774355],[132.01488138  82.9761156 ],[ 66.48518879 181.35240722],[ 77.71279502 119.8385428 ],[82.00646665 81.18385564],[85.3476462  50.90795274],[ 37.42074185 174.18327708],[ 41.18040397 117.91807585],[41.96518412 84.61459654],[44.12414066 59.04332666],[ 12.81683054 173.56746658],[ 10.11757538 127.98252043],[ 10.44089892 105.38381713],[16.54688322 85.31422444]
[ 30.10302824 298.64131808],[ 81.14998104 271.31056176],[110.27409078 240.13488581],[141.81427575 214.24038486],[168.52686524 188.24689212],[ 92.76881506 188.56638844],[112.11093524 141.54627143],[125.60025528 112.34994319],[137.56361366  87.1322358 ],[ 64.69467524 180.91667499],[ 73.69990656 120.45098012],[78.11438901 81.61488351],[82.80079197 49.62186886],[ 35.08141241 179.4731674 ],[ 32.4125778  123.12298123],[29.41620815 84.40433387],[29.71239241 51.85770083],[ 12.12904743 185.70817433],[  6.67346269 142.57704362],[  3.78934491 117.9456805 ],[ 6.36670868 90.97895199]
[ 15.74257539 300.34894171],[ 75.26826946 279.42997176],[107.62757377 246.26259391],[139.65892924 216.05369856],[170.0268974  185.28621583],[ 86.68435288 196.70384134],[105.11994285 145.6867519 ],[119.42331438 112.53980594],[134.28872078  82.27003109],[ 56.77237275 183.94000524],[ 67.23603126 120.55419446],[73.31354128 78.27816727],[80.8852638  44.76617052],[ 29.22574764 177.27837618],[ 27.64907464 116.91006468],[28.3415297  76.88315491],[32.42437612 45.78512944],[  7.85573365 177.5134674 ],[  3.61224855 125.75753805],[ 2.37645683 97.28241219],[ 7.82586428 69.68616211]
[333.51760141 443.62827116],[353.69940009 400.33972082],[347.68253799 372.83587944],[325.98374933 351.79226504],[303.33151729 333.28027139],[321.24657561 357.13097401],[295.42002387 312.06190004],[278.30325338 294.70196424],[264.04283079 288.45278741],[294.3015243  374.56460449],[263.29133293 335.40573098],[250.69163462 327.92653154],[244.11124904 328.18573917],[274.11351303 397.44342617],[246.088413  369.0347449],[238.84815198 362.27855741],[237.46891702 363.47945978],[259.70615633 420.75476941],[235.2357405  397.21077932],[228.39232592 386.51478732],[227.92672043 383.18755456]
[252.85789735 371.80105165],[260.57162119 356.73631831],[255.40503106 341.72294334],[253.31497185 321.43301843],[241.50860472 304.17132102],[204.8268121  292.82232154],[172.55835332 256.03394228],[172.9293076  244.90766361],[177.58198095 238.1237751 ],[207.26800498 279.69899764],[191.19864204 252.91156378],[194.48266617 245.63993705],[196.26973717 239.87911513],[215.15687218 275.44790111],[216.91024101 247.68278376],[224.59504991 250.51942075],[225.427981   256.93061173],[228.70487845 275.97869891],[240.76325941 259.12946122],[248.83825366 263.40740031],[250.5993897  269.23589308]
[274.91903707 432.0840815 ],[206.79470512 380.47377857],[170.92225336 321.14883238],[167.72082569 252.35812542],[177.61399778 196.5219759 ],[174.12659637 245.04386472],[176.54135485 142.40128743],[181.84933746 113.10681655],[191.53825765 110.62428293],[203.87376613 222.11646927],[208.22042544 121.262942  ],[207.53961492 100.24460071],[211.20684806 110.49405118],[233.78129743 214.65467938],[233.66244235 139.120777  ],[219.27881522 127.91691284],[214.63079665 143.88559579],[265.29953528 211.98718275],[259.47630995 162.3892758 ],[246.16864452 159.09853026],[240.50136989 169.45527414]
[371.0236694  435.50749298],[357.6773545  412.92350209],[334.3085512  388.01456536],[309.62549796 362.76103891],[285.18599494 343.15682633],[334.71149044 349.37326362],[305.68637151 297.02384312],[284.47619953 287.29775877],[271.87015297 285.04719742],[323.77478075 359.71362937],[289.16782428 318.00132863],[272.12081379 312.28437315],[268.60108044 309.58720527],[312.92499502 378.41840721],[285.64884909 347.07265842],[270.35332356 340.1841994 ],[267.26776254 337.14412145],[306.69472853 397.27079899],[287.5080947  370.61245813],[274.98150093 361.318586  ],[269.28777359 358.07606786]
[214.44258978 361.59246099],[219.27676564 337.61584994],[223.49300963 307.98350736],[230.53342661 278.56096037],[235.94743377 249.15364237],[185.45368505 262.41453069],[193.43033727 223.26904509],[214.96289106 207.44622759],[232.80884441 199.91769987],[188.07743022 251.72341026],[217.29933501 211.48277893],[234.23437991 205.3622748 ],[243.31342952 207.01202873],[199.10026131 247.66053701],[236.38426301 212.23291026],[251.62386104 214.26859238],[256.2267215  222.22697837],[216.16504955 246.43019147],[246.83562827 219.22608944],[259.62753458 218.00274886],[263.04489627 225.25709762]
[196.71453767 362.65363529],[243.35561032 335.21381038],[269.16799497 311.68700512],[281.42890714 279.60578788],[283.27948579 242.55949654],[202.18995208 257.20381186],[227.92727361 214.35150845],[256.12572708 202.08792345],[277.4834599  204.84771812],[182.78182477 247.88805713],[225.7634667  206.96908277],[253.46435133 201.07876334],[266.36346117 204.0125461 ],[176.84136441 244.14889547],[222.37863266 204.40315053],[247.26360836 203.39821552],[255.85075058 209.36714857],[180.43772022 243.75311265],[214.15677674 204.83779517],[236.88274909 200.78891349],[247.2957261  207.85665467]
[187.20499405 363.69631108],[242.41977361 328.04354831],[271.64811389 293.88113386],[284.06282255 256.1296424 ],[296.13936595 215.2182177 ],[207.98866949 250.22402642],[238.23243234 202.78802001],[262.70012396 185.91314492],[280.92108782 183.42462248],[182.61042696 246.7089912 ],[229.95287641 205.20069025],[251.32710455 194.16187177],[262.08743808 190.06381705],[172.65536295 248.64994944],[220.43580035 206.58796674],[242.70550307 203.84101157],[252.11086936 209.4038561 ],[175.33060189 252.28388128],[207.28810568 211.15575488],[229.09208661 204.78941733],[241.30725256 209.77612078]
[185.53110936 368.9011731 ],[230.55527505 332.67826437],[251.90123934 299.35689861],[265.66235132 266.24838586],[277.39370172 234.72834777],[219.62839297 248.39168624],[244.86421966 204.35188867],[269.62393885 199.48179462],[286.98182838 210.54272057],[195.30595498 242.47844179],[227.37042325 204.28219182],[249.84382598 199.04786497],[265.62396696 203.65375708],[180.39098464 246.04158252],[213.18650816 211.44734585],[232.01968745 209.92253573],[239.64661467 218.40993691],[174.81276688 255.83875843],[198.38245366 220.02631316],[216.95476967 212.00353397],[225.53072452 214.03580953]
