[257.50275972 381.12071998],[292.46227235 376.13647893],[300.76675849 359.56449712],[279.26364208 344.91790678],[248.57660938 333.19427639],[307.08284393 309.59282475],[322.87650181 280.63404542],[337.39724156 259.03974494],[349.17088355 235.75951303],[279.65423911 305.29901961],[284.06288971 265.57895797],[286.15760819 236.27693526],[287.63316843 213.11030198],[250.70201127 308.02095482],[251.9280741 282.4235745],[251.20242974 265.27118101],[251.62787207 248.09900361],[227.1386472  324.09821753],[234.26507411 307.24176891],[240.17485556 319.16114402],[240.95709557 331.66704619]
[355.77016834 235.44159503],[396.38386398 226.31291212],[400.83522072 202.99595234],[394.01826589 179.60187932],[384.44434746 156.13525835],[397.00816725 168.33870997],[413.64678805 136.78323901],[422.33561128 115.27031349],[429.12188278  97.92749629],[373.95442379 163.11469751],[377.51824178 127.78596965],[381.15640735 104.18460948],[382.14510349  83.05269731],[351.78057152 165.10895568],[355.02716442 133.53506431],[358.55415475 110.94510123],[359.54163856  91.60067559],[334.51737471 174.3027338 ],[344.33825801 149.54372178],[351.00915321 155.64271753],[354.2696515  164.98302752]
[327.38344257 240.85442847],[366.40865034 236.40053636],[375.15401688 212.700016  ],[367.2266071  193.47204062],[355.88692912 176.00161348],[372.2772109  179.41525975],[385.08022026 150.13344903],[393.96538384 127.11647631],[401.87583187 102.9715418 ],[346.46472422 174.62106776],[348.13795906 138.16644203],[349.56721378 113.39395627],[349.7912558   90.14721785],[322.24491438 176.09989292],[317.65485388 143.92451149],[317.57983324 121.79271268],[316.33274718 102.38791128],[302.92055223 186.62836005],[307.99315549 170.05452081],[314.93379589 188.28134012],[317.69270395 205.58698178]
[294.14497771 255.53309827],[332.79287883 245.97648167],[335.88751001 223.90426853],[332.17130135 200.20040961],[328.55410338 173.56386279],[336.22729748 186.43672855],[347.85505197 154.70293359],[352.72740935 129.99612215],[357.61559803 109.26302413],[312.03867875 182.94916972],[312.03370804 145.39635973],[313.41443379 118.88852791],[316.20040077  95.33866593],[289.02302247 186.64504733],[287.6624225  153.64107137],[287.49782906 124.83796919],[287.42072808 100.01477585],[271.50774744 198.48760478],[273.19724644 175.90790235],[277.29290997 180.27916543],[278.76922497 186.81792626]
[260.70903861 259.93877229],[299.64134776 254.02758049],[302.80442078 227.91406944],[293.26909752 203.72781162],[283.42901125 179.28135958],[300.22100445 197.12437279],[319.24516615 161.17635619],[324.2850716  134.95679867],[325.75894166 115.09492087],[274.62328409 193.79115215],[277.22411513 153.39932822],[275.25755643 128.03438912],[272.67042337 107.27771593],[250.77549639 195.74574295],[241.48296424 158.84412028],[236.38538934 134.16631896],[232.50333426 117.44149728],[232.23655977 205.25531055],[228.17839872 174.14164168],[231.06426171 174.81533714],[232.16767028 182.2891167 ]
[235.31537367 275.58803353],[274.12270222 260.35886464],[276.96375056 229.41500319],[265.82822354 202.77769524],[249.79787644 180.65905339],[276.56502469 201.89714651],[293.28956178 167.25282897],[298.84497788 142.12065642],[300.76859369 119.54818612],[250.61751067 200.54850912],[246.43838073 158.06808551],[242.60082394 133.89579185],[241.87450975 113.51222031],[225.68831124 204.15257856],[214.25854091 162.2033452 ],[209.00391538 139.02848394],[206.39860335 124.44023678],[206.67595677 213.76674601],[202.66862732 181.43949058],[207.41340642 183.37821543],[209.34425971 187.87121693]
[216.02618821 283.93619571],[243.87350335 262.55786239],[242.31030036 233.61799222],[220.4318133 213.1181976],[193.84116395 196.48825777],[251.56377599 205.63726726],[259.50754584 174.61587482],[265.9454421  154.90444457],[268.93965723 133.19257391],[227.13921695 203.11090818],[221.56879822 168.36403143],[219.41659214 144.83273308],[214.63628417 124.24585508],[203.01563044 208.17333793],[191.35131782 175.29695844],[188.92842799 151.84735852],[185.41700792 130.52400765],[184.02738902 222.34287741],[181.67218575 202.92435083],[192.80543921 216.3910044 ],[200.90097104 227.91766894]
[197.55520604 290.09707276],[227.24411574 269.11615838],[226.38294493 240.17301904],[205.40225566 218.51806425],[181.19733503 205.81195306],[231.93824133 212.15922881],[241.00104267 178.64656449],[247.6666047  157.07985532],[251.09539236 134.85218895],[208.601104   209.81161284],[205.97438597 173.38729344],[205.73562498 148.09614571],[199.94854882 124.57929179],[185.25625876 215.27813061],[171.08955707 184.59043684],[163.72615118 160.93546126],[153.73265809 138.6390327 ],[168.17931192 228.6460824 ],[161.01916992 208.38070089],[167.98217219 223.94334667],[171.83560659 237.17690872]
[186.7497936 295.8968272],[210.05748557 270.41382574],[204.93150161 243.96931873],[185.75883856 222.75632685],[165.20793561 206.68795959],[214.4805247  213.22719523],[221.74227202 179.95624909],[225.67468889 161.20798771],[226.17355198 144.35525338],[190.91531649 213.25975518],[191.50264471 178.45894128],[191.05096891 155.50363618],[186.77153351 134.7870913 ],[166.67099924 221.39321188],[156.45606902 190.50923217],[149.12917649 165.52203725],[139.7254812  141.76364886],[149.15418408 237.28840047],[146.12113553 218.70798838],[154.40928441 229.46695061],[158.91545235 239.06855839]
[165.18824883 301.75602496],[195.33676982 277.74245649],[189.24916054 253.58158136],[163.32815427 235.84606379],[136.57161363 220.34363463],[196.2809242  223.12176816],[207.65817513 187.72229565],[212.68542315 165.04444858],[214.52471147 146.56395965],[167.65821081 221.4262454 ],[165.9772656  180.32198028],[163.44202519 155.29864896],[157.90427216 136.51975637],[139.51622439 227.04085476],[127.60872186 193.58776243],[121.01212215 170.63175073],[114.29234718 153.29639059],[120.19902053 240.8596383 ],[114.74906499 219.48995308],[124.10429946 232.37317748],[130.53364311 246.37770356]
[161.52603782 306.58741946],[188.30956187 283.75508027],[186.15318642 259.66200841],[162.17657853 238.98775208],[134.23836517 223.99244737],[186.30075831 223.22599186],[197.36161153 194.14984836],[203.12080989 172.94072305],[205.6016798  152.61941881],[161.14548332 223.84892472],[157.31653549 186.69371847],[156.52858626 161.59382931],[153.53148156 140.30630473],[136.10435517 232.94610407],[121.37890851 202.47410084],[113.02737107 180.77999796],[104.38798829 160.3177898 ],[118.78841597 250.82654491],[114.13138522 229.55371652],[124.09405267 244.99425331],[130.87654937 259.46557679]
[166.59629358 314.15045889],[192.00557217 290.22843742],[186.31236799 267.23309204],[159.33238188 249.03790105],[127.86709734 237.58617028],[196.52968862 228.66117128],[206.97123805 198.71222863],[212.94375965 178.81537611],[214.6965281  159.64195012],[171.11343836 228.88607591],[168.03299851 192.91285473],[169.77697717 168.63827373],[167.43747079 147.56934295],[144.82834574 236.1558684 ],[128.85156704 204.99945392],[120.89930261 180.38086637],[111.338713   157.07896235],[126.57324185 253.06672812],[119.73742868 233.32801636],[127.62516634 250.10546557],[130.98849837 265.47134116]
[169.55726575 322.96239858],[196.59780289 293.21429308],[191.00909276 267.4244376 ],[169.08249349 247.90520571],[147.18249963 232.42116935],[197.20720148 242.77710196],[203.85714756 205.99071907],[211.14284722 185.62050465],[212.96366762 167.02938189],[171.82906406 244.87021407],[169.8143025  206.06425208],[172.21894089 180.41895457],[170.48708585 159.2894454 ],[146.57008383 252.14467689],[130.61109444 217.83652325],[125.31387895 191.86425793],[117.35082757 169.24335914],[130.6176404  267.96503992],[123.71066621 244.03780669],[131.90155094 255.75564442],[135.33980224 266.96746761]
[174.05293839 343.06660579],[207.55648697 320.13187603],[205.82447138 287.12194174],[180.30732718 266.12088726],[150.99034934 259.03299115],[204.11850416 256.93017692],[212.46615431 215.69648884],[220.32099166 190.24336917],[225.23600627 166.58793438],[175.39585986 260.04856005],[169.46948527 218.89297821],[172.41204855 190.41548151],[174.17371726 165.83404449],[147.48966058 269.19012759],[130.34346793 234.07339004],[126.48899613 205.64378637],[121.6938772 181.4361371],[129.90795716 288.78957163],[128.63467711 264.55179361],[142.41524186 280.961143  ],[151.25854673 299.04378012]
[174.61094369 356.5243681 ],[208.23200672 336.80732244],[210.33527964 306.48503459],[185.8907234  286.55228131],[157.48172526 279.96416522],[199.15021655 262.0728075 ],[203.8068756  223.17046759],[208.09827238 196.42813094],[210.19190871 173.67416617],[172.89938283 268.83239972],[164.01748875 232.86451409],[165.30198933 209.66388655],[164.32678518 190.71050006],[146.85583272 280.87310921],[132.63054464 253.8430751 ],[130.46554639 232.05857458],[125.28991669 210.49318266],[131.87494718 300.64373762],[133.34867509 287.39393001],[146.89055132 300.70923162],[153.35947907 311.24200887]
[173.33216978 371.0179993 ],[207.40561144 358.74858557],[208.20684464 333.043048  ],[189.83585587 318.56970396],[170.38491436 311.17919209],[199.00281003 282.36420533],[204.74279184 236.91351825],[210.75362151 205.63067877],[212.75123703 183.95575159],[172.08967482 289.08028316],[163.16973415 242.64932843],[159.52186307 213.8529399 ],[155.7183478  195.17578149],[146.75999517 302.10679051],[131.68372644 269.26125084],[126.35995244 246.82770321],[119.90520604 230.11513825],[132.27683816 320.46002602],[130.97789955 301.74777053],[140.42715208 312.58932683],[143.76869719 323.87479807]
[172.16826104 388.87032372],[210.29664813 373.46572015],[211.07838723 347.9425897 ],[188.16269095 334.5812011 ],[160.49683165 329.59371199],[196.14139093 296.07477135],[201.56884494 256.18125164],[205.10563837 226.72561233],[204.8660522  203.07219007],[167.9857232  304.46631084],[159.81934387 259.72546306],[154.17552616 232.04463718],[147.50369635 211.21612902],[143.25058379 319.23621204],[126.48741741 289.37433966],[121.30803764 271.11889627],[115.67497305 255.80019252],[128.95616176 339.60700042],[127.26164901 323.84364866],[140.49585497 338.23308753],[147.50038493 352.38350215]
[173.57177337 407.46343882],[211.02286756 390.74082112],[212.23710418 360.90925529],[188.56423932 343.82351686],[157.46772612 337.4237991 ],[196.60811663 314.67945854],[203.22484234 273.63585855],[207.72206572 248.48823501],[208.01066048 230.09997168],[169.53901791 319.88102529],[160.56892253 275.25998364],[158.97855342 247.43422385],[155.03762886 228.10991683],[144.45342648 333.01511251],[126.51293183 300.970706  ],[121.21597487 278.53388575],[113.25416057 261.32360942],[130.70813373 352.137423  ],[129.96198102 335.38367845],[143.09811156 351.9774025 ],[148.95432911 367.19745716]
[176.53095981 423.51906998],[213.25757923 400.35951572],[211.30931117 370.84735196],[192.00350722 353.36350405],[163.06602715 346.5536911 ],[196.98390712 327.27241281],[205.26634515 288.45552042],[210.13579375 264.63475418],[210.00394401 245.68118313],[171.72970518 333.8035193 ],[163.51236129 291.26724591],[161.37320276 264.51585092],[157.4057719  244.06066657],[146.86279662 347.46519982],[130.69707297 315.43489407],[123.48313914 290.22732601],[113.37357808 268.79557822],[133.43131625 368.10937475],[132.684739  349.5589963],[143.64485743 361.35632534],[146.14058362 372.0684528 ]
[174.90369987 423.9869796 ],[208.15989087 410.35651798],[208.54651781 386.2857534 ],[191.0368127  371.65203204],[168.17185075 362.81416034],[197.23984951 338.65221384],[206.82927022 301.60882802],[211.06736945 274.70167127],[210.84272887 252.87491462],[170.04150622 341.80513159],[160.70703912 302.1606897 ],[155.44795271 274.30300403],[149.93209845 253.9740551 ],[146.20715947 352.61810018],[130.03619716 323.37960788],[121.15858334 300.33273542],[111.93879694 283.37474205],[132.14819807 371.06270733],[130.06166448 356.50317851],[143.22130868 373.21016453],[149.51048551 390.18730718]
[178.45132247 424.75033965],[214.25349292 411.25337167],[210.96595309 384.60236086],[189.34971078 368.58287371],[163.96055195 359.11156174],[201.6482772  338.42094581],[211.47184788 301.93195935],[217.44330589 276.69871176],[218.39160548 256.0741752 ],[174.82879638 340.70888913],[166.27104201 300.14677935],[163.68724054 273.00845797],[158.77279108 253.01208342],[150.02684895 351.30321806],[134.16638256 319.69907153],[126.44727031 296.40654941],[117.07101531 278.20879267],[135.82607845 370.0968075 ],[134.75162151 355.63743193],[147.56914    374.19707088],[152.93632724 391.58200826]
[190.82699277 422.57742778],[226.14314933 410.06491224],[224.37762283 383.59756903],[198.76677965 369.69601051],[168.8889311  364.31782381],[217.11338234 335.619754  ],[224.02281322 301.15178599],[229.26357403 275.30502154],[230.25669787 250.89242353],[190.36340377 338.4516353 ],[181.87290387 298.19892681],[179.49500962 268.69677387],[175.26418336 244.04638368],[164.50226465 348.66233761],[148.14416522 315.39757237],[140.95363904 291.21499424],[132.70082682 270.82478466],[147.6547569  367.85983388],[145.69424074 350.39394903],[157.65770011 369.90228342],[162.71383393 387.05105451]
[208.94304973 419.49055756],[241.80388614 395.54135154],[241.45581526 368.28444892],[221.22118282 352.47425678],[193.00618476 344.54831137],[228.20104658 329.23861242],[237.13820206 293.90235516],[243.2204175  268.90791142],[247.68299309 246.27476651],[203.67246661 332.03507335],[200.08069039 292.5464653 ],[199.5884953  262.05855405],[195.54441165 237.95877235],[178.50699909 344.04240408],[163.86759672 311.56849792],[155.38341583 282.29862456],[144.80154811 258.9727606 ],[163.43616271 364.72926103],[162.46615302 344.34069014],[172.70052966 357.9808901 ],[176.79163481 371.81941961]
[217.97113295 417.50464118],[253.39236101 398.41834653],[256.54096183 373.47761924],[244.41418211 357.11508506],[224.77673707 346.02795534],[241.40388007 326.02987259],[253.61720658 293.38927836],[261.00082586 267.83535735],[265.58931799 246.89214543],[216.49201139 328.09727773],[212.60829602 284.61914071],[211.03823891 254.33465333],[207.81946998 231.61279368],[193.50793966 339.25363786],[179.94597611 304.0349885 ],[171.80635302 278.56847642],[163.60164922 259.10614362],[178.86160318 357.74316635],[174.97615573 338.66393337],[183.16884781 353.81996643],[187.27675626 367.74861202]
[234.35056262 407.52567378],[269.72070213 391.74222287],[272.57034692 365.4300941 ],[253.91230198 348.12102028],[231.43775895 340.10470662],[259.49530184 321.09179454],[270.95291669 286.8684873 ],[276.40902604 260.75043324],[278.94590238 236.86745106],[234.02426082 322.63610747],[229.06307019 280.21678156],[226.58619321 249.87138114],[221.80990757 224.77252153],[210.30280816 332.94283558],[198.84208928 299.36372256],[195.87360449 276.14813275],[190.46337145 256.45662259],[194.05828219 349.29572218],[195.15139916 330.26473512],[207.10212471 346.07718813],[213.96871439 360.88810876]
[254.67883409 392.47124829],[290.22266973 382.22662866],[294.21323535 358.0357139 ],[276.7424557 341.6472353],[254.46992365 336.51993559],[284.92926255 309.86948951],[296.24690642 278.87235843],[304.76039518 253.97039799],[310.58263313 229.76603583],[259.14838298 308.67557565],[256.83963582 266.9773644 ],[256.52975765 239.0081417 ],[253.13788343 215.49701439],[234.68413715 317.32186043],[227.55500642 285.40211083],[226.68017979 264.99130394],[222.17440063 245.34575982],[215.70805491 334.28494654],[219.39794225 317.55591482],[230.27266378 336.57455504],[236.08372589 353.20259188]
[278.65390248 383.71217638],[315.98500324 371.57177232],[321.35107621 345.04331081],[299.77140594 328.2120667 ],[272.97701256 323.6998914 ],[311.26773788 303.97333219],[321.62980555 268.63720636],[329.00124351 242.16367539],[333.82452221 218.26474754],[284.66336134 302.57565862],[282.60939634 258.85832394],[283.61039021 231.103524  ],[280.04297334 206.7045659 ],[259.1532992  309.41376658],[254.02262792 274.8743409 ],[254.71869929 253.35697437],[248.84118771 233.90982749],[239.34133826 324.51448161],[244.63529964 305.94147473],[254.65164429 323.36230794],[257.24699761 339.67995707]
[302.39299989 372.7605228 ],[338.05116676 360.12239782],[343.44526453 336.6749313 ],[323.0511791  320.04525507],[298.09634821 315.75854662],[332.77536153 293.16426007],[345.31173624 259.81562341],[354.17436792 234.75513637],[360.89275889 212.57706231],[307.17470833 290.00109485],[306.22559014 248.30769211],[308.30195258 221.4462796 ],[306.21112532 199.37002623],[282.12060979 297.16151371],[276.00154036 263.62268948],[275.63015967 239.26226499],[270.22099409 218.21421893],[263.10713595 313.55386365],[267.27744694 295.55016786],[275.69935828 315.10871568],[277.61401044 333.63426712]
[319.34890302 362.73161339],[356.11416114 353.96758109],[360.8903011 328.1707473],[344.4550212  310.38123802],[326.41854132 298.8571231 ],[356.86416961 288.01386706],[368.49907663 252.15361516],[377.52519725 226.58129896],[384.63392374 203.70631869],[330.10393185 283.38552221],[331.25685778 241.7768613 ],[333.01896389 213.21841402],[331.11394743 187.66721564],[303.94698761 287.13241764],[299.51012947 252.98721264],[300.38437514 225.09292029],[296.95351937 200.47433802],[284.20923467 300.16926929],[291.2907223 281.4479063],[298.84321794 297.68157318],[299.7770001  313.13151425]
