[271.47813946 365.71398752],[308.88148984 348.61427143],[312.80307777 325.39998193],[304.46010668 305.18657914],[291.10669805 283.56650023],[326.1189805  293.60286246],[348.75213198 254.91769903],[364.99189828 231.46462072],[377.71386174 218.62595253],[300.4104968  288.95345262],[305.80770097 258.15655918],[302.81545161 269.42413797],[300.31648471 286.88188923],[273.06157017 289.0714625 ],[277.73984271 259.34619726],[278.14008021 272.21249222],[279.76947614 290.10276349],[249.7979893 291.1428502],[241.86501907 261.20176497],[233.91238987 241.827192  ],[227.7855201  226.94884222]
[279.9669794  287.61730874],[314.47811364 281.68883728],[326.22388732 255.08229012],[320.46730581 222.68619781],[306.2212393  193.40667203],[347.5023714  217.08486018],[370.07060365 178.72990909],[386.10864455 153.83773785],[398.870807   132.04433456],[319.94420946 208.69860497],[326.45192851 181.30015354],[315.66828113 203.90584373],[308.78007    226.65811755],[293.46973027 205.15422748],[296.23046396 179.5377711 ],[287.86958696 204.5419058 ],[284.62999628 228.26234149],[271.43214    202.35524405],[272.1167772  165.89206114],[273.19130108 150.59710663],[277.06297658 140.94114147]
[283.38208395 283.08342043],[320.4084873  272.66334831],[330.40547683 247.10263621],[326.45801528 215.77188126],[314.82759823 186.70482954],[347.63152353 216.62732164],[369.17259289 178.42025175],[386.54408804 152.26197164],[399.30968913 129.66751861],[319.53645004 206.42131757],[327.35777127 175.65299219],[319.38549538 198.78191416],[311.70508579 223.04809459],[292.03255724 201.36552483],[298.81761869 173.22681923],[293.9086479  199.37705303],[290.535934   224.40531401],[269.56108085 198.07670489],[273.56781321 161.14923368],[275.3804153  146.19180247],[278.3403     136.78579605]
[279.97599445 281.10007173],[319.31625328 274.19922123],[332.18719696 246.58401441],[325.98748571 213.55940471],[311.61384349 181.49915401],[348.97688044 201.83673754],[371.86845024 164.94858819],[387.48935935 139.64196204],[397.19227474 120.16380876],[321.21639739 197.79182949],[324.98612254 168.80218304],[315.27574976 192.35230656],[309.18890891 218.43308563],[294.48015364 195.9562575 ],[296.21978168 171.41651907],[290.16070286 199.43634199],[288.7993808  225.91205148],[272.16329585 195.23120788],[269.73590597 163.16481107],[269.02657082 143.05665699],[270.77812102 126.05439907]
[281.78956703 274.6868098 ],[316.22888026 264.83838098],[324.34344252 236.41667464],[318.26916758 202.75109395],[304.91901361 171.07970017],[351.88643157 198.87730477],[373.68034623 163.07236757],[386.83085284 137.80396844],[394.38351447 118.80561879],[323.49391486 193.26033389],[325.84616153 167.33199666],[316.27566238 190.20210876],[311.46327203 214.05099137],[295.41848065 189.94086585],[295.54103013 165.43361517],[288.80388035 191.15921971],[287.5352496  216.17535667],[273.15790626 186.86578135],[270.00838484 150.37626524],[268.70934084 134.22708631],[270.34265084 122.7576971 ]
[280.5608253  264.31874868],[319.23472288 257.91736798],[329.73732954 230.8512598 ],[328.66851229 197.70854734],[318.86950765 164.7246657 ],[347.0226271  196.90491025],[371.6714624  156.86642726],[388.73954975 131.32039897],[399.17347191 112.63936757],[318.94255366 188.65148267],[328.96838853 155.51093541],[318.76995758 180.26661664],[309.20942166 207.44633052],[293.14393333 183.78310189],[299.70884674 154.51959077],[292.62141038 180.42149611],[288.31664411 207.58588008],[273.40127383 179.02448345],[274.8339469 142.7482127],[277.85392528 126.05757661],[281.39195934 116.27793276]
[282.23490543 261.20692548],[322.17701447 254.38934971],[334.89179165 229.16196232],[335.46926952 198.53872845],[324.80839094 168.94719147],[349.09704642 185.91491159],[373.11879756 147.24251052],[388.66417593 124.06489338],[397.90991181 108.40648191],[322.01489243 179.29370989],[328.37099156 149.34186664],[320.86331843 175.12386076],[314.67231726 204.69838952],[298.69568943 176.60022128],[304.15659772 150.73693407],[298.97772337 175.87921672],[295.66578546 202.78251292],[280.01706292 174.58876224],[278.57582964 141.65383969],[276.42426781 123.05635834],[275.020268   109.85599493]
[283.45454757 249.97664087],[321.19322304 243.7718976 ],[330.92828426 217.6808979 ],[329.29683305 186.27609705],[320.14763723 156.79822035],[348.55506604 183.34471958],[372.95927521 145.05214399],[387.71403141 119.92022313],[396.85266034 101.20247882],[319.94782597 174.31667098],[329.44871279 144.47953574],[321.29286262 172.07577678],[314.55184396 197.40357357],[293.88965828 168.68333135],[305.03103412 140.62609418],[299.24091484 168.15475942],[295.11722062 193.51644851],[273.6276532  162.67700524],[277.94510904 127.90807641],[278.86388973 114.60340575],[279.31434622 106.30192616]
[284.40171659 237.38180003],[322.14692481 235.21545951],[331.27263145 210.75506628],[331.23743894 182.14563626],[326.01875358 153.15570526],[350.95780716 173.21841053],[376.08086636 138.89564065],[392.47087732 112.29256376],[403.56043703  91.20697825],[322.97054901 162.67390249],[332.32143263 138.8475847 ],[323.47266891 164.01954499],[314.7628053  187.81174802],[297.75947875 157.24071401],[306.84126739 135.4789372 ],[299.70476711 163.18412624],[294.42635329 189.83864622],[278.57630928 151.87633704],[280.08599987 116.38108727],[279.28324049 101.99874052],[277.00739079  95.26410041]
[283.99638159 239.95850397],[320.6973325  236.35650593],[330.44434    211.40381841],[326.61656958 183.00794802],[314.3218267  155.33622132],[349.55070762 168.58406424],[374.95999467 132.19370359],[391.79450561 106.52943357],[400.85932197  88.23869947],[320.71640888 162.24072604],[329.66317009 137.57130512],[322.94033223 163.07816168],[315.34253478 187.73974429],[294.08505475 158.04579556],[301.87529177 134.25778765],[297.74014579 158.33551337],[294.00831139 183.21201719],[272.80627648 154.50785554],[274.92664229 117.61207013],[275.52606178  99.06315725],[275.01473236  87.77078019]
[284.04347003 241.47550068],[319.93557614 234.31804561],[329.23678418 208.98912051],[325.46453778 180.50697146],[312.63613666 153.48559442],[349.48669643 167.2871205 ],[370.93474535 132.00449727],[385.87371353 105.55582535],[394.16695481  84.61300218],[320.82201053 160.82551677],[328.26022414 138.60019937],[323.92958298 162.75522922],[318.38767334 186.27126453],[293.53801279 158.01947047],[301.76170376 134.39214391],[298.59819611 155.5630973 ],[294.9271272  177.97034105],[272.51685083 156.73585918],[272.74285633 119.70763617],[272.76847937 101.57838868],[270.80962022  89.26747362]
[278.01572605 240.53871906],[312.3753228  234.67300523],[323.02115808 208.60154689],[322.05032645 178.84160494],[311.28102337 148.62884124],[346.47556032 168.37933849],[367.20389271 132.73107408],[381.91994476 105.55886361],[389.73773376  85.05873814],[318.34976482 162.28582756],[321.73540089 137.42385735],[316.95793907 163.17218901],[311.72921036 189.52792261],[292.17315288 158.0216793 ],[296.75220176 132.75927837],[292.88100747 157.13951101],[289.92615967 182.45102025],[271.64369814 154.61295986],[270.48598304 118.70111524],[268.55692225 103.23755357],[266.57815778  93.65282589]
[273.81513193 253.56908071],[309.83728267 246.40353507],[317.00318549 220.35496447],[313.08023652 192.27417121],[301.44329578 162.33056869],[341.23219376 180.33425962],[360.68123727 140.9214296 ],[376.61370007 112.42379094],[386.52494978  89.99385627],[313.89876584 175.79134509],[318.68362558 145.83304027],[312.83970471 173.02927405],[307.59121166 198.8890127 ],[288.82860973 172.71004469],[293.39755759 144.28562115],[287.42550571 170.19774993],[282.9045183  195.16649565],[268.79348597 170.05704922],[269.97561695 132.60244224],[271.13441213 111.75987282],[272.51045024  94.08264294]
[277.86516453 266.21151728],[314.57228285 257.08449266],[323.48378778 230.90760078],[320.55565686 202.5559984 ],[310.64823836 175.62264639],[337.75490799 197.66218882],[362.51073664 157.99281815],[379.00986528 131.59287801],[387.15086046 113.09129338],[310.73536757 192.81054363],[314.14423965 161.28451771],[307.40710043 184.03603345],[301.24497356 209.75463844],[284.76052301 188.5597012 ],[289.13672585 158.94407455],[285.14901221 182.25275913],[282.18737462 206.87930685],[263.92931853 185.2322122 ],[262.62471352 150.4061448 ],[261.33523425 134.4958197 ],[260.76623488 122.71366875]
[280.82347553 277.07775509],[322.57514496 267.948485  ],[329.42880928 241.83603695],[325.79848761 217.66164296],[316.29408321 194.70505116],[338.19286161 212.56893871],[364.81132863 173.76556875],[379.05088097 147.88359671],[387.67402042 126.61061525],[310.8246787  204.57997003],[321.54793598 175.60317566],[315.602216   199.21500789],[309.26931527 220.60714547],[284.07693953 199.52545624],[294.47028403 167.31661962],[290.69647625 190.59374954],[286.82499645 214.45230221],[263.92205916 196.25523156],[266.22156171 153.75778581],[266.46386878 137.33447668],[265.62458554 126.43830828]
[278.55061697 286.21701648],[319.76708847 281.97804631],[327.4266491 258.8916818],[322.67777398 237.02194398],[315.70519511 213.13752064],[336.80507502 230.1507554 ],[363.06006126 191.05499282],[379.43960816 165.07993181],[394.55028949 142.12992279],[308.93041261 221.609447  ],[320.56175304 195.68046295],[310.62448096 220.42000159],[303.30153574 239.32010243],[282.76125825 215.82233212],[294.09459277 191.68599541],[288.99465971 218.57604072],[286.05935746 240.548067  ],[261.93447489 210.38055625],[266.5458884  171.76874065],[267.07168497 158.98567592],[266.99229321 150.92077665]
[277.12903985 294.62777267],[312.84293929 296.28513868],[322.70113194 280.35206306],[318.24109814 260.45787761],[306.55390354 236.02823369],[337.57815451 241.68727937],[358.75589974 202.78280538],[374.56715058 181.4176374 ],[389.3312378  163.74319113],[309.89370521 231.61863039],[315.25182674 211.23015968],[308.2281464  234.98951337],[304.62475158 253.52917317],[282.49606213 227.39557889],[289.33473063 207.78625035],[285.47452063 230.08093811],[282.5372548  250.50173684],[261.06590134 225.67910198],[263.88930126 192.62015805],[266.30629279 180.86431489],[267.48048534 176.04274455]
[272.67582163 308.04330894],[313.69407412 305.79575089],[322.87952883 283.49203796],[319.88599413 262.11053616],[310.63072275 240.25921337],[328.1235208  255.51767443],[348.12737682 216.27207661],[366.32205281 190.74396638],[384.44889806 167.12363157],[300.759879  245.1898738],[312.22903807 222.82315103],[305.22841117 248.00582541],[298.28973978 265.11767615],[276.32438189 240.69925874],[292.74272044 223.26644412],[292.041792   250.06645265],[289.61130524 269.59683581],[257.66171044 236.64530353],[263.32613704 209.07999958],[266.34456748 194.93673289],[266.44908041 184.2670857 ]
[271.42488429 303.74732341],[317.41937554 304.89125792],[326.72080888 285.38111655],[324.11332463 264.45022427],[318.90734858 241.96345977],[328.52105553 253.32576044],[346.65059174 213.16430491],[362.64953651 187.30812797],[378.76165463 164.86828734],[300.28940055 243.41255808],[313.30090173 222.08500511],[307.07819143 247.49665594],[301.32375986 263.28865843],[273.76639482 238.42699018],[290.64948464 221.89608993],[288.92392435 249.21129517],[284.87432439 268.6540733 ],[253.03192876 233.51164863],[260.88267416 201.41105477],[264.3428871  184.39953568],[264.11043366 171.91156109]
[283.82415741 310.90906444],[266.86346055 293.94014054],[270.40707132 273.45127351],[284.16578261 253.38576599],[301.03838181 239.68934012],[274.88137581 256.81611104],[281.70977295 211.7983937 ],[282.74544702 194.84864349],[287.90412861 178.07956479],[292.04181512 251.11560011],[293.18331967 224.5139712 ],[287.77556818 251.14424985],[286.56303693 273.03906023],[308.41069615 251.24764863],[314.0130916  225.07208026],[309.1444727  250.30223754],[307.78715199 273.97779302],[324.22128607 252.29195024],[345.69367636 216.42599279],[352.5802528  197.19441765],[355.54330655 185.44132565]
[279.78242555 299.69072886],[313.85312705 309.81262657],[334.13965895 298.26843807],[334.27338667 280.08905   ],[323.74348168 260.8249121 ],[343.77972185 241.83855927],[356.42547541 202.67064385],[366.40326616 180.37536912],[374.36571974 164.07073623],[315.87898847 231.89177612],[307.15702723 226.34789685],[297.65725697 254.04953521],[292.94440517 275.24813766],[289.90572323 228.95239421],[286.61291663 224.79116723],[280.96362008 252.93123617],[278.03544016 278.26710059],[267.10034355 227.86996126],[269.50660563 201.67506436],[270.57128432 190.25262245],[271.85451303 185.51688767]
[285.39719585 299.65432883],[322.65015453 308.11788687],[346.79157248 289.3447895 ],[350.24816879 268.78720945],[338.48863125 255.0588368 ],[344.99208261 239.41151583],[354.05074913 201.07120758],[363.63997578 177.08233056],[367.94454844 157.90166717],[318.76271555 233.00163608],[313.65278484 234.10593006],[308.58820556 264.55838319],[304.41959293 279.87378484],[292.8992413  231.53705047],[291.78053517 233.22205728],[292.55042149 260.18725668],[292.92910581 277.56931471],[269.75965835 231.90585971],[268.94043369 212.42918547],[274.82178361 202.88447349],[281.85529665 192.78910421]
[282.67755222 300.85697667],[320.66020124 310.86643076],[348.94516057 285.49828616],[354.8560222  261.60318179],[344.55215247 249.7150607 ],[342.90338365 239.52371091],[352.27166378 201.83967132],[362.04576965 180.38720767],[367.0050435  161.42409514],[317.32438694 233.08718909],[321.20622322 232.74769974],[315.21122824 261.97453074],[309.36592711 273.74556452],[293.09430433 230.72216485],[296.2283865  232.51560396],[296.62706275 259.87202177],[296.15253458 275.6216599 ],[271.05149898 229.11111032],[269.84628533 210.13106949],[274.30513332 201.42912911],[279.74261985 189.74702314]
[278.51837665 305.57146227],[318.71678492 313.04007053],[350.22689021 288.51265151],[357.9298828  266.23909628],[348.34991434 255.41749499],[340.02665933 240.1476741 ],[349.78816551 203.36152691],[359.08149308 183.15432867],[364.39233385 164.20625523],[313.04746739 234.44540371],[317.31969833 235.20449094],[312.64746006 264.764858  ],[309.03718858 275.6494456 ],[287.4191823  232.44944911],[290.99145731 234.80479469],[294.03252634 261.49277742],[296.28616196 276.1576431 ],[264.93814652 231.22105163],[262.1507246 211.9495051],[266.56881104 203.23760933],[272.56359969 190.73737047]
[279.22439109 303.53628993],[320.03287223 310.35967729],[350.88010676 287.63897441],[359.14562123 264.85055428],[349.44117935 254.85012067],[338.62675204 239.49116128],[346.82972042 202.85115218],[355.77640096 184.71595015],[361.8073462  166.84687351],[312.84166916 234.36527132],[316.75452527 234.49040651],[312.45270583 264.25678392],[310.12788525 275.59869577],[287.69946769 232.48567151],[291.39099066 234.63606492],[296.01027439 260.92879115],[298.93245408 275.85285679],[265.20564728 230.965308  ],[261.15358291 211.94179522],[264.5236086  202.97418821],[269.56802507 190.50012075]
[276.14789436 293.89327932],[316.1591325  298.83378799],[345.06036738 280.02795998],[356.90637985 260.67036849],[356.98095114 251.25700118],[336.19309567 230.36259181],[346.60182485 195.4995033 ],[354.81535354 175.71534175],[359.14741562 157.13044499],[311.33765237 225.29886315],[312.6226296  230.95924244],[307.70947173 259.17164852],[304.71501869 270.04483621],[285.74019809 224.62091146],[286.94524484 230.13443731],[292.37690639 253.68438785],[296.27142023 267.43946895],[263.06575709 224.13258677],[256.13548101 205.91903671],[257.72451308 192.33758267],[260.39815453 177.14368796]
[275.21083597 290.3357338 ],[312.92911526 295.60747198],[343.21390569 277.90636412],[357.91537396 257.95803067],[358.70179703 245.96067897],[334.33390442 228.94619363],[344.14769834 196.59270831],[351.03944846 175.88246547],[355.60080655 155.3769046 ],[310.11168653 222.30869573],[308.88147228 228.66491099],[304.34578707 256.77658436],[302.44007611 269.64099945],[284.67921714 220.20641671],[283.22272887 225.47119401],[287.61650656 249.25081486],[291.11421275 263.50186179],[260.78765474 220.38703805],[255.58370882 200.52270382],[259.11007085 185.33492886],[263.61801003 169.12548031]
[275.33218776 292.33339612],[311.95379439 297.29067944],[343.85591462 279.96496071],[356.02832894 259.43129286],[352.84434363 243.95145201],[336.72420876 234.53623049],[348.13257469 195.59842584],[355.23086381 167.75544434],[359.64619564 143.56721905],[310.21290315 228.43631905],[304.22145678 225.23006224],[299.03081728 252.08484184],[298.64872272 266.61902608],[284.14251534 225.6364945 ],[280.54573126 222.93745466],[281.703076  245.0675223],[283.62160756 259.78519431],[262.1651825  224.58067953],[256.33158551 203.15314848],[258.79282963 186.60860478],[263.03109332 167.42744201]
[272.04646465 289.45345776],[311.12182674 296.97460453],[340.54658873 276.76002141],[352.06648861 253.03509996],[348.08439485 240.50598167],[331.59476548 227.92058772],[340.90272646 191.94453339],[348.72065218 169.22677122],[353.97013949 147.91177362],[306.5401338  222.74900409],[305.80047688 225.24896231],[300.78207989 253.43590869],[298.40792055 264.37914904],[281.66257897 221.85601048],[280.4644366  223.96645399],[285.52922008 248.84710671],[289.41597241 262.80063886],[258.54723985 221.55166044],[252.32401536 204.98928251],[254.27606451 195.77284008],[256.2070642 182.8953019]
