[281.51518656 401.06510911],[314.67126675 397.42489819],[336.72523699 371.80915931],[331.15435075 344.61764408],[312.02731023 335.0144927 ],[338.98298481 322.01210737],[363.60101112 299.7546236 ],[381.67490789 280.10792586],[398.81577773 261.11556553],[313.36748014 309.95369087],[324.33763636 270.91992188],[334.59848353 242.83860454],[341.20054654 217.13356165],[286.83102354 310.63611251],[290.20239415 276.21738277],[295.46301595 247.66357051],[299.16391976 221.82132922],[259.25670966 321.33103014],[252.17266245 288.51848551],[246.43082881 270.62695633],[239.44960783 254.09025224]
[296.40253679 302.28212301],[317.50523108 292.3954699 ],[324.53715634 274.59635346],[315.94169208 257.06356105],[302.74815584 250.43245072],[320.29521664 247.83355015],[328.66059796 227.62074674],[332.87986685 212.75773146],[337.09243653 199.19783242],[301.7464202  245.31079987],[305.62374517 219.97494662],[307.19711933 201.88585034],[307.68340043 187.96201689],[286.15582505 248.76342585],[284.64417558 227.22439315],[283.98608115 210.18739165],[284.77612269 197.39021576],[272.07137773 259.16004893],[264.45707508 241.5679133 ],[260.09357247 231.58229736],[257.50107125 223.19987777]
[306.42938664 299.93741459],[327.11229843 294.43170081],[335.42192961 277.26032561],[330.8001628  261.71298027],[319.5973959  256.22835386],[332.70451326 250.17345775],[340.84856848 226.13009377],[344.91109862 211.29914479],[348.6390339  198.42632084],[313.90655819 246.61250193],[317.28556686 219.48485152],[319.07126121 201.71253936],[319.35461777 188.18154718],[297.6664535 248.974017 ],[296.81673492 225.00140658],[297.17547272 208.30274267],[297.92469406 195.86954578],[283.36589779 257.35088848],[275.36057411 238.52765461],[270.82872911 227.91950273],[267.36321943 218.28717014]
[316.9938492  288.07947712],[338.78098481 283.91099892],[346.837689   270.45220976],[344.17340814 257.48708838],[336.48149155 250.1477344 ],[342.87881049 244.393718  ],[353.32028229 220.45771347],[357.88560434 204.25838152],[361.99024692 191.25549309],[324.82409151 241.04657521],[327.30126973 212.23694747],[328.35293954 193.9722333 ],[328.91363027 179.62300949],[309.0991116  243.19043326],[307.40847897 217.14945715],[308.31453141 200.9345656 ],[309.7641528  189.87123853],[295.46772868 250.42697436],[287.58869723 229.71771369],[283.63784817 219.17645308],[280.31915927 211.08332891]
[325.67706343 284.61729712],[347.96719045 280.59732289],[357.15042967 266.57201105],[353.71263662 252.95033085],[345.35994101 245.18996109],[351.58570194 237.90129711],[361.63908697 215.48542449],[366.30291633 199.76151853],[370.09646026 186.69200834],[333.98162357 233.70001041],[337.7889062  206.73545899],[339.24227592 189.09007458],[339.40105991 174.82897491],[318.46342376 235.27148233],[316.58521037 211.91859741],[316.31921614 196.06914888],[316.07622608 183.79808841],[304.40497224 242.8046206 ],[296.91277309 224.32252094],[292.85397457 214.72155154],[288.83282107 206.57206206]
[333.24981826 281.88435321],[353.51856023 277.16764447],[363.87070602 261.28206958],[361.92913591 244.65122984],[353.92625554 237.51671701],[357.04386865 231.75202066],[367.61628843 209.24193981],[372.6068256  193.84246197],[376.59228067 180.99705444],[340.08496058 228.27636147],[344.40950552 201.99141706],[346.54602466 183.71747255],[346.87261628 168.70604906],[324.91807338 230.72716449],[322.62277034 207.32618632],[322.15365181 190.64638778],[321.75489809 177.84447366],[310.9270111  239.18569984],[302.16622852 220.27704681],[298.09068361 209.00341548],[294.86065119 199.81558788]
[332.69275005 271.96129999],[353.49992368 269.18442799],[364.61885335 254.95513273],[362.90497915 241.24878256],[354.25146874 235.36681318],[360.56562956 224.78272175],[371.43574474 201.4644928 ],[376.09964902 186.38572714],[379.74610232 173.10256268],[343.45735842 220.4905852 ],[349.8894434  192.99926882],[352.20205744 175.49322014],[352.77158742 158.77862104],[327.12701513 221.67143879],[326.56472813 197.88758499],[326.89589121 181.62421989],[327.00141193 167.65700461],[312.54883997 228.4963593 ],[305.17133752 209.68753291],[301.10712714 199.15131123],[297.45220681 189.32953244]
[334.39251862 263.17139304],[356.61953874 259.88748135],[365.55084698 243.85831621],[361.82564479 228.2758159 ],[353.07655264 221.75316541],[363.42412696 214.94768984],[375.24016384 192.15200225],[380.59694909 177.17333907],[384.59992527 163.66511582],[345.90875956 210.01095045],[351.33017929 183.56481564],[354.2180628  166.45080275],[355.35752525 151.22722757],[329.63656451 210.78458599],[328.09302605 187.32439644],[328.11647955 171.88735971],[328.5425765  159.62722924],[314.88727082 217.08651105],[307.22781814 198.40914534],[303.70820941 188.68155266],[301.35715465 180.50621235]
[337.28251464 250.80598587],[362.18410876 246.19972731],[371.038303   231.42749142],[366.08832931 215.47214454],[355.67946155 206.5017773 ],[368.6691237  206.57899593],[379.46127371 184.49241122],[384.42440337 168.41240168],[388.10119369 153.99174957],[349.1838154  201.78505675],[354.38063172 175.17494643],[356.4677009  156.92071809],[356.7379155  140.49881415],[331.96130792 201.73934949],[330.00160235 177.46080503],[327.81658946 159.89452411],[326.19747659 146.98587503],[317.52721128 207.41454225],[311.55985734 187.03628296],[307.44107054 180.18393957],[304.19961362 175.57555503]
[339.61870805 248.75301848],[364.32600451 241.99067047],[376.09912765 223.28803113],[370.72187569 201.5809362 ],[356.10841948 193.10489228],[372.85344143 198.91084427],[383.02319839 175.20188914],[385.88829504 160.01604799],[387.70887908 145.69004573],[354.14190177 192.92648168],[360.1024294  165.10086029],[361.75208401 146.69796134],[361.5056852 130.8366734],[336.36669925 193.07538588],[334.93309277 169.81234562],[333.98162749 152.6686762 ],[334.10867485 138.39921249],[319.98828888 199.54150494],[310.63508631 181.25097542],[306.18746287 171.92486527],[303.62612149 162.2333372 ]
[342.08899563 238.46073774],[366.17049516 233.33454064],[378.04093323 216.6687215 ],[373.99985634 200.20661471],[361.50751242 195.21700521],[375.32415705 192.1043399 ],[386.64272197 168.33655869],[392.41085453 152.59206011],[396.61566136 138.34483935],[356.00774072 187.76777408],[361.4462804  159.03537073],[364.57133196 139.70981612],[365.87418371 122.29463703],[337.93631771 188.82987345],[336.82563448 162.73333341],[336.52688786 144.96377315],[336.5786094  130.82752757],[322.48651815 195.99027396],[316.06031109 174.46487367],[312.44814874 164.24792579],[309.87842256 154.79811421]
[344.31065718 230.59160881],[365.74905909 228.21981375],[378.24852738 216.83365272],[378.3498756 205.6653387],[369.88547106 202.54656323],[373.88690016 188.06147433],[384.70434512 161.65817364],[390.44233062 145.46443936],[394.55436913 132.92327395],[355.77299265 183.31876338],[359.87346368 152.11746051],[363.35334688 132.9788668 ],[365.19775069 117.6559134 ],[338.47854899 183.81379107],[336.81683283 154.65627775],[335.8851141  137.17823319],[334.81085588 125.00710884],[323.08503301 189.73709709],[315.77414552 168.28168419],[311.34269653 158.19764888],[307.81592082 149.65491977]
[341.82397547 225.20967874],[365.38899321 219.85595618],[376.25168744 202.91285902],[372.73111365 187.41619833],[358.77314862 183.49605639],[372.36028872 178.74962062],[382.64109342 153.0999581 ],[386.9409183  137.67401187],[390.32611126 124.76080685],[353.26857345 175.44404383],[358.39089925 145.87076735],[361.01251731 126.94550848],[362.35149255 109.85472995],[335.26423985 177.29083559],[333.42864466 150.02200988],[333.00326565 131.89956665],[334.00928635 117.58929552],[319.58326297 184.88180615],[312.50572526 163.67003407],[309.01789188 153.89861518],[307.32645873 145.2826965 ]
[338.36871858 219.25647032],[361.33552475 212.62413906],[371.9586476  196.23743826],[369.74493998 181.69439245],[361.0372279  178.43769673],[367.62975257 170.87759515],[377.73212616 146.22528744],[381.67705235 131.12591201],[385.25242251 119.40284978],[348.9365501  166.24366552],[353.03206862 137.34562213],[355.11919698 119.15840172],[357.0562275  104.33962793],[331.5001428  167.23622765],[328.59709415 141.36560587],[326.88048155 122.57842255],[326.90896881 108.70267617],[315.86853158 174.65677189],[307.85272196 155.10628855],[303.30001711 145.79115781],[300.71190002 139.06549975]
[335.71263147 214.66447836],[360.7382592  207.65052216],[370.54811167 190.35361263],[367.28000604 176.52973062],[356.88889903 174.50287957],[363.94462445 166.05437334],[374.12537079 141.82254367],[378.46661426 126.01663784],[382.44746237 112.04102647],[344.81604224 162.01958965],[348.48372993 133.25480064],[351.09105208 115.47762118],[352.33955707  99.43425428],[327.14590211 163.71947568],[324.34296195 138.19732182],[324.55140274 120.45340896],[325.56424825 106.4099023 ],[311.48146831 172.36039098],[303.57643756 153.01803157],[299.90120765 144.41051931],[297.01563821 137.3011152 ]
[332.27995516 211.28144303],[355.75292258 205.79210488],[366.91248932 188.64686072],[364.11463954 174.01117549],[352.09185619 170.0099868 ],[360.79678057 165.67109094],[370.74892599 140.23871344],[374.48861536 122.92071163],[377.54875809 108.05106737],[341.45561562 162.30022132],[343.39129013 131.59332842],[344.48409075 112.31166057],[345.29680706  94.92885668],[323.29116417 163.89960816],[318.97657619 136.75891184],[318.66891819 118.19029619],[319.25231392 103.41234495],[307.7184657  171.55543992],[299.94278823 151.63158508],[296.61171797 142.53491913],[294.20818048 134.52421505]
[327.18716448 212.70793452],[350.99942161 203.37577524],[362.3799123  185.24790615],[357.43142551 168.74253102],[344.50305148 164.531682  ],[354.16056393 158.48116023],[362.40817781 133.44223167],[367.86339554 117.52533128],[372.15766865 103.03418527],[335.81242329 154.67988139],[336.99094431 126.61677435],[339.63272387 108.02654518],[340.86111381  92.08656227],[318.25174658 157.03474881],[314.93931094 132.52957749],[314.92462801 115.61324312],[315.2856314  102.46234786],[302.73863085 166.12643753],[292.95256388 148.08221217],[288.3889801  137.87538952],[285.47573737 127.74656848]
[318.98578004 208.8589109 ],[342.68807876 197.56592051],[352.16817075 176.54357092],[344.2252218  158.34999002],[327.15129519 155.20298426],[345.11651243 155.26282986],[352.88935201 130.73439856],[356.59098514 114.39166145],[360.20193617  99.85142116],[326.47901363 152.32574086],[328.72940185 125.07629578],[330.06699933 105.77402631],[329.14691295  88.50822927],[308.75738498 155.46342418],[306.046001   130.91878422],[305.20853441 112.32119894],[304.12628286  96.83510554],[293.28417095 164.56728685],[284.45351714 144.31600787],[280.54000589 134.52458313],[277.11698782 125.06679529]
[312.07145123 208.73054768],[334.28894687 199.248611  ],[344.02268422 181.99278968],[340.92777876 166.4324278 ],[328.1240926  162.85936738],[339.76953962 153.26872177],[347.74499902 127.93889222],[351.10679334 112.07472278],[354.34337394  98.65036707],[321.88236257 150.06824747],[322.78865278 121.98790818],[323.02804953 103.55880679],[322.83730596  87.38721097],[303.61055601 153.27073637],[300.27375475 127.75683993],[298.17221839 109.91180555],[296.99880114  95.66246712],[287.20138464 162.68390765],[277.53075208 143.67964741],[272.31164201 132.9160211 ],[268.68076162 122.32936638]
[311.70327289 207.77482394],[333.09672729 195.48510571],[342.56955518 172.84536687],[338.42630053 153.35061207],[326.36293094 146.27364266],[336.50646225 147.64593509],[343.7215132  124.15326003],[346.72830822 107.71269682],[349.07633113  93.48025939],[318.88395715 145.02223943],[318.25847274 117.52364967],[317.52004436  99.31406518],[315.88327735  83.48449545],[301.51744846 149.34507117],[297.95520939 124.65093084],[294.1157174  107.17314445],[290.86265213  93.67423672],[286.84699475 157.99291339],[277.43785167 139.60861935],[271.69048583 130.83610131],[267.231814   122.82416262]
[324.19380493 196.89520063],[348.86205826 188.39115272],[359.0957369 167.85123  ],[356.62537161 151.79274757],[342.95668536 148.04651026],[352.48353376 143.82508184],[358.87354995 118.56427232],[362.47985525 103.02753739],[366.46158292  89.93475078],[333.414411  139.5625595],[336.90391326 111.89404956],[338.27364992  92.59095609],[338.07064066  76.66274215],[315.64665454 141.39408815],[314.86334797 117.44389021],[313.26627158  99.4713977 ],[312.51983561  85.77962541],[299.81652191 149.2563795 ],[291.26981204 130.37474559],[286.14597809 119.84990225],[282.78430064 110.6955538 ]
[356.72894679 189.20339374],[381.71613425 183.4692423 ],[393.91266195 165.87690961],[394.53328344 151.84600331],[385.34290679 145.17773774],[390.0262313 135.743889 ],[398.68550587 109.62711108],[401.27022547  92.77532628],[404.11157664  79.1720124 ],[369.30836556 132.55732102],[371.66512024 101.38815198],[372.19117908  81.07761872],[373.24933514  64.52450787],[350.24788508 133.69144188],[348.10810116 107.84031967],[346.58876072  88.7247596 ],[347.38814833  75.0425862 ],[332.61989954 140.06678027],[324.17390328 119.35298039],[320.06810121 108.21626998],[318.81629816  99.24516124]
[385.94538297 178.02263576],[410.76096931 171.02079085],[421.75722931 154.09746048],[423.88426299 140.40562974],[420.46406567 134.38712899],[417.60927489 129.04356796],[427.38693329 104.23315554],[432.32081351  85.88916806],[436.61731227  70.1942501 ],[397.85942994 124.32524441],[401.07803776  94.76079572],[403.80251661  73.5649892 ],[404.50708769  56.00458233],[379.27385475 125.39899886],[376.8806534  100.19385796],[377.68978041  80.18907265],[378.13090919  65.59169914],[362.95770619 131.89708458],[354.54440053 112.84549925],[351.1376387  101.16753683],[348.18342841  91.6462303 ]
[403.33978431 174.97539753],[428.23829511 169.50093237],[443.56337391 151.09874554],[445.03100635 132.48109583],[435.99686676 124.68798012],[438.35411513 118.43907746],[446.26284335  89.70995983],[450.35119382  72.2087829 ],[452.53813206  56.98199827],[418.7205968  112.85604599],[421.42720002  80.19808508],[422.85567051  61.12893145],[422.42819892  44.56630672],[399.86740036 113.44006488],[397.77420489  85.50499813],[397.05929605  67.95564468],[395.85560394  54.01175076],[381.90835947 119.18581864],[371.27257228  98.64444305],[366.70784652  86.9397629 ],[363.50617796  75.34934917]
[417.1510123 162.2857698],[444.46278847 157.85875143],[460.20003431 137.70754724],[460.4570718  119.21714194],[448.46076421 113.40436723],[451.11793491 106.62888944],[458.13573234  79.10960259],[461.8520846   61.03120258],[465.34590318  44.55112438],[430.74902697 103.30411213],[431.97076149  71.29848886],[433.08406957  51.44907749],[434.00897381  33.66392807],[411.30861216 104.81302426],[408.87064507  77.1620575 ],[409.25510577  58.10411505],[409.84219307  42.05602542],[392.97336495 112.70243216],[381.16813656  91.81206377],[376.74296833  79.20461995],[374.11746451  65.61580759]
[421.87943015 156.17444718],[445.9899725  153.02603584],[464.32268556 135.28659255],[467.24036223 117.2986845 ],[456.10817451 113.45108162],[455.75238415  99.91521502],[465.74567442  76.10596297],[469.74775713  59.83564968],[472.97320603  44.51312562],[436.93970489  95.56635194],[439.65678702  67.8736505 ],[441.97685258  48.68455908],[443.65250532  30.92857287],[418.08230833  96.76055597],[416.51381028  71.25203992],[416.99175823  53.62297428],[417.2084722   38.34771137],[399.40481916 104.96365356],[388.94923887  85.45947375],[385.73365035  72.87600519],[383.94716133  59.84386144]
[424.15173695 159.98647146],[450.66681959 153.82659057],[469.87665968 133.81927351],[472.27962623 112.94132931],[463.33898882 107.84232424],[456.49627718 100.06938237],[467.58008928  73.81117613],[473.18917963  57.36548914],[475.77752541  42.17154029],[437.94530108  93.76315456],[441.32048341  65.75448479],[445.11151949  46.13059683],[447.0517035   29.75268243],[420.56730528  94.46927472],[418.91252821  68.21752031],[419.4451054   49.97000221],[420.05354772  35.66353616],[402.93388465 102.51731228],[394.2664231   82.73064438],[391.1466277   70.57988804],[389.1372644   58.65191266]
[422.21869467 159.44110349],[449.5612028  150.89350468],[467.85229284 131.21065505],[469.62141139 109.88935968],[458.48357582 105.66673045],[453.84775372  99.05613084],[465.49193806  73.34355242],[471.53222155  57.32209539],[475.14635968  42.16929862],[436.30207163  93.371886  ],[439.35378927  65.94846472],[442.19090194  46.88959613],[443.52782376  30.29851947],[419.73756581  94.9570572 ],[418.54244547  69.70134885],[419.02678403  52.45975971],[419.35521797  38.23889835],[402.74694123 103.83078665],[393.58738892  84.08252259],[389.61176643  72.22332799],[386.60831379  60.445232  ]
[421.96396915 157.40201488],[447.46276454 151.4486196 ],[465.44375199 132.53347953],[468.19601679 112.4728736 ],[458.42534343 109.74750412],[453.08476113 100.90451022],[464.08902693  74.04221139],[469.54851852  57.09971973],[472.90752062  41.4004767 ],[435.4427394   95.44003258],[438.70767407  66.43096611],[441.46635978  47.18015492],[442.72502229  30.92219784],[418.13066785  96.93820557],[417.37590951  70.09112636],[417.30364237  52.32738357],[416.83964304  38.14374215],[401.05275774 105.10345138],[390.862656  84.70318 ],[387.0860686   72.28621497],[384.62697254  59.69425228]
