[271.1127778  317.65986382],[290.12181144 288.21283203],[282.74542179 256.43498788],[272.04723903 209.77078221],[262.85169067 158.39992662],[245.3732731  248.49248929],[288.85870586 260.45691219],[298.23313353 262.19719959],[292.10559788 256.13540626],[231.87383245 278.62192375],[311.4986075  292.21310818],[321.02712946 294.64571269],[317.45535589 300.75170474],[228.22617082 313.47584788],[300.59707205 329.46640667],[306.21979829 321.24884229],[300.41907343 320.70263843],[232.05515711 351.55596859],[282.87152838 357.42465003],[289.58445795 351.42858192],[283.93419078 355.09371952]
[236.50264689 303.72340895],[269.09005235 247.32005074],[303.39094917 205.7549683 ],[318.27091917 166.61275513],[326.73892716 125.63192587],[265.80734753 227.79903885],[323.24116409 256.85424355],[329.5376101  263.33585275],[321.38784606 254.83910339],[244.96566859 266.4978697 ],[318.37436418 302.28765941],[321.33140084 297.73043575],[318.09506849 290.88464141],[227.16009366 302.4833286 ],[294.00666066 336.00249198],[310.27118579 337.2788765 ],[315.99916623 329.52960814],[209.71849605 331.95463052],[251.97874145 358.58525687],[257.6291546 354.8989372],[258.73475424 350.54738681]
[224.95343158 293.0184076 ],[256.59940054 239.8422879 ],[281.04514488 192.27180132],[295.41611702 147.03037497],[295.80260188 107.51362146],[244.50502898 207.87544161],[305.31962909 235.45735338],[314.77989677 239.30628664],[308.30206761 235.36645701],[223.9699613  249.31132289],[302.50769519 277.78862916],[311.39224513 269.16070923],[311.82656587 272.05043472],[208.89965818 287.45445859],[280.7586093 311.0112345],[293.88741888 304.13186508],[297.36109601 301.85500138],[197.63884335 319.43512366],[248.70809549 342.74909878],[259.32669616 339.60132726],[258.44546074 335.91047619]
[248.27851985 273.54379281],[269.91671998 246.64069471],[281.28233603 189.7892046 ],[281.80221597 138.443701  ],[271.8861846   79.97920133],[205.07652981 186.53473651],[291.11131395 223.03855131],[300.90662906 228.25061893],[286.47809204 217.943347  ],[183.60735572 232.11062872],[288.68363007 263.05207964],[298.42332655 254.58178388],[293.02444869 251.74016856],[173.21205248 274.4202832 ],[277.10758661 312.23047244],[299.5169542  297.79584633],[296.86379413 291.55425725],[175.6212471  323.37693283],[233.78707103 341.12415337],[248.81486419 332.12373617],[249.00229245 338.09081804]
[237.2109713  276.54301494],[265.33997081 243.29165884],[271.65928679 197.98320583],[272.16202327 159.35484128],[254.01924829 125.56797849],[209.40402249 190.27681841],[278.04804523 223.30484766],[285.55054476 234.87470308],[275.36487851 227.49623504],[179.60590558 226.2496614 ],[281.4917408  262.64171802],[288.48353084 255.46943017],[285.22811657 248.61546709],[164.43481086 266.18658952],[262.39179591 305.79516915],[280.74901339 295.70512706],[282.52061255 285.17016673],[162.89752422 309.19563856],[219.34686647 327.7221991 ],[225.10811259 322.54204932],[218.17108589 322.80605084]
[151.70322755 290.13324468],[200.71226282 216.38833298],[228.11655002 165.64383588],[246.19141371 131.96169213],[245.44580677 109.77893786],[233.39495072 177.48462487],[321.05447882 192.10540938],[300.08232414 211.2498044 ],[271.15895707 204.88413348],[218.55729066 223.29400867],[317.87615423 243.30162412],[291.40889858 260.22036487],[261.92364848 254.50487872],[205.73026896 270.61015894],[297.29070522 283.52653238],[273.18171372 292.10689957],[243.34751658 285.65203732],[197.76156526 318.13106072],[270.28761558 318.23440225],[254.24603978 320.26967563],[232.87687936 312.8589073 ]
[147.00895416 314.15721353],[181.37402872 225.09954615],[207.29705076 192.80026449],[231.22070144 173.19849725],[244.27118032 173.3753648 ],[216.04614478 168.44668418],[291.12970303 172.10291988],[300.56183622 197.56679039],[290.3765713  206.24663336],[211.23484824 205.23113038],[298.39160457 222.96181393],[300.45878332 248.63968237],[280.08904386 255.31277986],[205.02217497 245.54001224],[292.4314498  268.35538116],[285.99910747 280.32430125],[259.9529709  279.69819219],[201.62889263 291.27256642],[266.96886478 303.80044339],[261.35844519 306.88451447],[238.93229727 300.98510632]
[167.25041381 286.18781643],[197.77750925 204.22641288],[222.56201596 161.65573265],[240.66596975 133.18885395],[244.82166936 123.51369969],[235.56887715 168.79975525],[315.31743584 176.90629764],[322.51309085 194.69555517],[310.19133687 192.50113952],[227.19719796 209.45458394],[325.12909084 229.03635922],[318.8436026  247.77617616],[294.86833095 244.26084631],[218.62926661 250.53512757],[312.73343426 269.32428595],[307.00398142 281.42575729],[280.51736884 276.58256593],[211.6195181  291.18515224],[279.67388136 302.58056885],[274.33161891 304.16363054],[253.48000299 296.86982195]
[199.55468347 270.06070186],[235.98224996 210.584177  ],[269.98806541 157.88463225],[287.32969878 114.29918929],[283.15969818  72.03645886],[278.73006542 176.60586064],[361.22826386 186.84428228],[333.04729053 196.39096053],[303.33112485 191.69883108],[265.54129038 222.7474663 ],[366.09718493 242.25276225],[331.83313099 248.69876392],[300.49388395 234.52383425],[254.89130692 265.92427483],[344.33506436 277.55310677],[310.73189799 280.32554044],[277.30065199 268.61874872],[248.6943516  304.48401649],[319.58076846 308.74728662],[294.25239484 305.97781002],[266.39027106 294.82533722]
[193.43573259 303.18230689],[237.88594015 215.23296457],[281.46087015 161.91742418],[310.41228804 116.31070262],[320.63275383  77.90385471],[276.72201576 174.70912787],[362.17266077 192.08592369],[370.19321373 204.97266553],[365.94025093 201.06316642],[263.10675716 215.83100507],[366.48828384 248.67375117],[355.30695924 261.91963894],[336.96361285 258.72404426],[252.30043022 258.23268902],[346.63140402 288.07503822],[334.93793734 292.72934577],[316.14530478 284.41470234],[248.98195011 300.43187924],[323.64846113 316.92163199],[311.67174365 317.52166136],[291.90931303 306.97576795]
[216.1743946  279.96673155],[275.13996011 206.61450689],[304.66781691 159.81152082],[326.39456319 117.09793571],[330.2564543   72.46513005],[300.13417868 168.5995624 ],[394.9070505  196.09766079],[396.98039895 212.57395987],[382.24777767 207.41476029],[285.30822899 215.88404147],[397.91057083 247.8389555 ],[387.04249098 257.18196001],[364.00565293 252.621503  ],[275.10383719 263.48813005],[374.91481272 288.95175683],[365.8250277  292.16326349],[343.94422477 288.15605489],[271.86522285 307.02892709],[346.81555477 315.60640652],[337.62761739 315.57903175],[315.94784109 313.4517562 ]
[261.58627748 275.35370695],[312.11618007 197.17944133],[334.33478505 155.25765279],[354.14452924 115.8552038 ],[363.25708547  80.17178667],[335.8350344  180.89761379],[419.78271884 214.1325725 ],[409.11981709 229.32744932],[390.25425163 224.68683416],[321.12981938 224.1306929 ],[423.98083756 261.26198164],[401.57716146 266.82417244],[371.92713557 261.56344196],[311.17632954 269.8197347 ],[405.05080572 292.69016862],[382.69838601 289.03344849],[351.38134791 284.30111365],[308.46306371 311.13933607],[375.90026391 322.75863134],[358.04050662 319.56972053],[332.63397911 316.74474286]
[286.97224432 269.90148427],[327.33095167 213.94529163],[366.64722408 172.94951623],[389.76153352 130.3939051 ],[399.0642566   86.62503156],[400.86768795 203.54418026],[473.76081045 217.43998061],[440.52236862 216.11662647],[414.9397063  206.77348179],[387.71984221 242.60601403],[461.63543745 264.48275877],[418.61661963 259.10569124],[395.41707508 243.72992084],[374.46141936 282.86579299],[443.70082522 304.73159952],[403.48172015 291.9381088 ],[379.92635972 277.98832617],[360.8739551  320.92201214],[421.41128487 337.60897837],[397.40093641 324.40221668],[379.16987667 311.66267294]
[311.4819576  273.66264289],[351.15367096 213.55426861],[391.44175152 171.46976296],[422.87856181 136.6405568 ],[441.00678932 105.89545755],[429.5089899  211.61985276],[503.31329778 228.82464562],[474.27695849 231.0177557 ],[445.34938126 225.11938855],[416.79269135 252.27848927],[497.5915912  275.08520895],[461.67645819 275.70660346],[433.90599602 265.50553982],[403.52256913 290.45408692],[477.54104152 316.26360897],[444.07460328 310.71572872],[416.05791059 298.19360603],[391.80568656 326.77623263],[448.63575518 352.44914575],[425.55340612 343.36891348],[403.70786155 329.34400141]
[328.65723547 277.44166784],[373.26174585 228.23442522],[415.37086372 186.69984767],[445.85945744 149.37003563],[460.3501649 111.7159254],[465.95205024 220.8851449 ],[531.26566669 240.77061834],[524.86533858 253.63708276],[514.25733325 254.17097887],[449.40811627 260.71515085],[515.60893865 282.01046398],[496.38333667 288.76797535],[474.49975707 282.7373444 ],[431.47247828 296.73972675],[491.22836372 317.65781632],[472.9781625  316.88430768],[453.15256564 308.31676956],[418.10856779 330.33952581],[468.19002752 350.05390105],[451.58025495 344.3795961 ],[436.43841023 337.55784705]
[339.15844683 276.13532694],[386.61114516 228.21851622],[427.85485734 189.04473348],[458.14490407 150.36104791],[478.00325921 119.36391537],[473.04100605 222.56337714],[526.00384144 242.4770273 ],[513.14265907 255.02560005],[501.81331579 256.54754992],[459.68518576 261.22003294],[516.45271686 286.19117879],[496.72666769 295.42973175],[477.29121134 288.78350451],[445.76708597 300.04902287],[498.0750809  319.43297263],[475.86063157 320.17809496],[454.54340163 311.53774769],[435.36102287 337.85646923],[481.60191291 349.23603493],[464.43439886 342.22095058],[445.2318758  331.84879814]
[349.41958576 283.27027776],[389.56447715 236.76218109],[434.65698669 192.60444673],[468.7897485  158.85366814],[492.06732304 133.34337776],[482.47222475 229.07210631],[537.81444876 253.53709338],[530.89711731 266.0426751 ],[523.34327964 265.84969047],[469.49733952 270.76148903],[521.39815845 295.70957681],[502.95564729 299.88762645],[481.25733611 291.81561771],[455.8646561  308.74964421],[499.70959372 327.54505925],[477.58882319 324.66124614],[453.69690446 314.30086249],[445.46790188 343.31869861],[486.21590432 359.01716381],[465.01396834 348.87714586],[444.68670131 337.01821828]
[340.20008079 283.18048501],[383.20967491 224.70390932],[433.50682804 191.23247547],[468.60487684 159.27635271],[490.38032461 125.90986496],[493.51538748 228.21166596],[542.08098116 244.29071992],[546.21546642 252.90217951],[550.8196785  255.61696252],[481.15701651 266.7964952 ],[517.36357655 288.56888066],[499.56918367 289.97675589],[484.80410169 286.32992103],[466.54150882 307.0572127 ],[500.17131036 325.26205111],[482.35659876 316.2462424 ],[463.73703495 307.75619049],[455.37938239 345.77287792],[487.95272154 355.00447604],[468.92147269 344.76684117],[452.12761907 341.22752428]
[338.53737129 279.02033388],[385.37239179 230.10399602],[436.99058987 195.96848464],[472.00845804 160.95177268],[487.29421496 123.75272854],[492.30526952 234.28648511],[545.99502144 250.55933681],[540.6312013  262.99404161],[532.85248466 268.42130686],[483.08142171 270.44958136],[528.20767967 291.36878722],[509.86289249 293.3587658 ],[492.0715059  286.94411648],[470.74779069 307.52333911],[512.75756585 323.04301067],[491.13435766 317.89054238],[469.25968355 311.731176  ],[461.61699995 343.38310835],[498.78294431 350.44218077],[482.03875179 340.75706425],[462.99825637 335.53975421]
[343.87668484 285.75270032],[380.83091147 224.0742737 ],[433.3915467  183.84920842],[471.00066642 151.7296409 ],[494.25754405 120.02851247],[504.86685498 229.91611351],[547.2067026  253.05407818],[552.85131915 263.12072465],[559.48495492 264.78239132],[497.45327018 268.14147086],[526.37015879 295.43497434],[511.64232781 298.83280482],[500.8678075  292.88378244],[484.07767516 307.15120059],[512.86681234 328.47484461],[493.77453156 326.49806135],[476.80676024 319.61757236],[471.61983191 343.73025021],[502.38754619 352.67975679],[484.7701604  349.09434497],[469.21437939 349.02479319]
[344.52490693 288.88550782],[383.46139556 234.1292722 ],[433.60079223 196.79238502],[469.81330127 164.81546902],[487.88570099 134.5889093 ],[489.98231347 232.89656052],[545.02835959 249.32875945],[534.56149058 261.33203996],[526.56090884 262.43140199],[484.35381181 272.0005278 ],[538.88718477 283.48386047],[521.45200467 287.85090276],[504.24552113 284.98095871],[475.17853198 311.04276692],[521.53233927 316.03365089],[499.30900631 314.44327888],[482.33253662 310.90225426],[467.76937535 346.34208765],[502.1169775  345.07912649],[480.7554264  339.75153438],[466.28162647 338.55794801]
[363.88987556 301.39133886],[393.9330628  239.42518108],[431.58641357 202.98176941],[463.48733909 171.81149384],[486.28233648 144.47333069],[501.22124235 238.27213165],[546.48698665 249.86150668],[544.91614511 260.33615977],[543.53705469 264.20239317],[492.86882296 277.99218302],[527.57600026 293.85770099],[511.14738968 296.1328998 ],[495.63117163 295.35255817],[482.82113173 317.85481837],[514.0935072  329.61001726],[490.04826299 323.70721941],[469.25762807 318.14796952],[473.93453698 350.56816041],[505.52567131 354.0466868 ],[484.34817333 348.00684963],[465.84235878 347.5812906 ]
[356.60009465 297.52515772],[382.71245244 236.49081419],[424.17038046 203.27732065],[460.20822856 173.15059334],[483.10270434 147.0970963 ],[490.61244308 238.77567608],[541.23003205 248.5043297 ],[533.56355082 261.4577344 ],[527.49179663 268.75800855],[485.55354103 275.86413405],[528.32901517 284.94144218],[508.71467165 287.73303746],[487.32385276 288.15531706],[478.58184157 314.57848358],[515.45467284 318.78369009],[492.70358482 313.77610782],[469.92213344 310.49064319],[470.9314395 348.3389233],[505.40614505 346.08776235],[484.68665047 339.0929051 ],[464.21811574 338.95877627]
[355.99327419 301.48881835],[388.01857104 243.87193012],[425.84214559 207.12420116],[457.87063262 173.62603962],[475.80106283 145.63490521],[489.59881222 238.65093608],[540.46577514 255.87604717],[548.91768109 269.70438313],[552.7245807  275.69156838],[482.22926289 280.49819817],[521.01382478 298.85276013],[507.07568209 302.12938293],[488.84792056 296.19421   ],[474.877636 321.762767],[507.29929765 334.23337688],[489.57021609 331.45696138],[469.47941755 323.98691093],[468.98451076 355.72168293],[504.57973163 359.40615217],[482.58650062 350.97115349],[460.78248038 346.23164622]
[340.13118225 296.26581216],[372.3590045  235.33384623],[420.70942508 195.47883871],[455.85382872 159.60665009],[478.20471876 123.86361436],[494.84167389 228.80599266],[539.6801072  247.15187416],[540.37255711 263.70047528],[541.37553091 267.97736972],[487.55751784 267.21096384],[522.35225811 293.51079912],[504.33213908 298.46786343],[487.02520368 290.55933391],[477.77007941 307.8418705 ],[508.25315615 328.7219675 ],[483.11879999 326.78157123],[461.34408723 317.88788912],[467.88783464 345.72356464],[497.67292613 356.97468148],[475.85967846 353.12667518],[458.20568304 348.62056364]
[337.05264505 296.90609215],[362.15970604 227.05031119],[406.69730129 187.77299233],[442.12405399 156.60223675],[461.44279086 123.61834379],[483.15306691 222.85243486],[523.32589163 240.95792458],[517.08103025 253.4443648 ],[516.06059935 254.63122665],[480.72771526 263.38459686],[507.84399728 282.9404418 ],[484.39912093 286.6056729 ],[470.57000932 281.25553953],[475.0255479  307.44189793],[499.91112861 319.77311413],[471.67248524 317.99416312],[450.56860621 311.52620401],[468.48489444 346.7042608 ],[495.68382952 349.06786744],[473.04297492 348.09910307],[454.94891736 349.95063744]
[332.39181762 301.67716657],[361.23357229 235.90849008],[399.15507251 193.81915742],[431.52405924 156.91363887],[452.33174463 123.79501983],[470.48449826 228.39066773],[514.09681912 243.13676977],[515.35659566 254.70182106],[516.94131121 254.11970506],[465.82588306 267.0321954 ],[496.27501864 286.77679882],[477.4177836  289.06650075],[461.96945243 282.9360907 ],[460.13173662 308.10535322],[484.73766198 323.21815153],[460.35601708 319.86609895],[439.95297333 313.11016379],[455.22365336 346.57879965],[483.25550162 355.0039501 ],[466.07392081 351.6909587 ],[452.2843933  351.70793154]
[303.56097786 309.55821693],[341.77829881 241.60333024],[377.77421004 202.50192674],[406.47966294 163.77913978],[428.37324544 128.60310578],[442.5455363  230.12598301],[493.71993254 237.37347718],[489.3549639  248.46077997],[479.11182535 252.23686479],[431.82852063 274.27718475],[480.76785962 288.2745861 ],[466.3251331  293.98830783],[446.640617   290.72988807],[422.34758641 317.03769506],[467.0554115  333.83652064],[449.03984239 330.25990923],[426.21918158 323.46543369],[419.91764335 354.7759359 ],[458.77025592 367.57512439],[442.19937517 357.91757073],[424.87750499 351.59337692]
[268.82272621 307.16573118],[307.95510633 251.10972975],[353.07922095 208.91703198],[383.80144938 171.59247509],[409.82648337 134.89359707],[412.93406137 247.96758247],[463.45346525 267.55512008],[447.51962859 276.02010038],[433.40191498 274.76844672],[402.08574626 291.08731488],[453.33977602 302.83285685],[425.3508419  301.55315719],[398.63590723 295.47938143],[388.11975335 330.41541417],[433.93766464 338.7484585 ],[406.76188464 328.14332277],[380.8540311 319.057382 ],[376.48316327 367.94643468],[416.5808417  374.56613062],[395.54859138 361.07502251],[377.79204107 352.12708553]
