[246.46216161 378.38837195],[282.88343639 375.98965776],[294.1644798  356.33362228],[284.11265174 332.71018808],[265.61581904 313.5296402 ],[301.41553403 309.91119127],[311.46674603 275.1756628 ],[318.85139466 251.21425809],[325.06966074 233.51516116],[278.97231823 308.15897135],[277.32627338 302.75588066],[273.11717105 330.72846581],[274.51312469 340.79917468],[253.95006267 312.50698432],[253.04608115 311.37161669],[250.41861459 335.44773505],[252.12600591 344.15979917],[229.87218401 317.07924216],[231.00890682 314.75957441],[231.82782887 330.31001427],[234.28706132 338.55408001]
[307.43364253 296.89118531],[346.22453275 290.3371046 ],[363.08681531 264.61621707],[361.22124796 239.83894412],[345.36859132 225.30801797],[349.33281615 224.5255215 ],[342.117042   190.29941642],[343.76793866 167.68308614],[345.25028346 146.87282253],[328.67994107 226.22885038],[332.61879062 218.8447454 ],[341.0962933  247.69378998],[341.87378663 258.9743989 ],[307.24839356 231.71572473],[313.97105786 230.21004212],[321.97004694 254.29931757],[320.64161534 261.73151096],[286.64049338 238.69345482],[294.91098996 237.92972216],[301.17180405 256.6347285 ],[301.7273898  264.51310002]
[310.68190605 301.49762595],[347.01506464 293.13756108],[365.45371643 266.12598498],[367.76092653 239.4584118 ],[357.20657941 225.85453501],[350.90055595 227.87410648],[346.25539728 192.26756735],[348.9932339  168.17890569],[350.98588726 146.04645789],[330.68731752 229.97805502],[336.53786495 218.07529213],[342.86707304 247.51021818],[341.32839694 260.42028178],[310.7056503  234.46481561],[316.85350158 227.90412686],[323.84406157 252.82322638],[322.24779094 261.78196034],[290.91167178 239.80012217],[298.14500317 234.32644587],[304.2977612  252.97092853],[304.48983199 261.81072769]
[313.10113111 294.08884906],[349.85568652 290.78508327],[367.92113828 267.7466321 ],[369.29919201 244.93420523],[360.98298757 229.08678934],[354.49115762 224.48665692],[350.78624355 191.48377086],[354.31305158 170.91178627],[357.36170427 151.21638378],[333.94435093 228.15512501],[338.71406413 224.8150347 ],[346.01160378 254.14158425],[345.1568442  265.23276671],[313.92500317 234.50540897],[320.56825996 235.45019777],[328.96770681 259.78906425],[327.73633879 267.17001399],[294.6423332  241.30177224],[301.67110157 240.50694759],[308.62489886 256.66551733],[308.45235381 262.71945681]
[311.04945522 299.30601908],[347.30563916 294.45888843],[369.09015947 268.64308878],[372.90196042 244.84597706],[365.47004952 229.62758358],[354.93321935 227.1563518 ],[352.94550762 192.80189612],[356.65156238 171.22039908],[359.48806339 151.55294919],[334.92480035 229.19297795],[339.65908025 221.72133458],[342.91050818 250.58478912],[340.6331175  260.71216262],[315.53367378 233.93085302],[320.69673111 231.55130543],[326.98359969 258.24184499],[326.50702789 265.64587075],[296.15563326 238.99398668],[303.87588359 236.74739683],[309.19106925 255.05527264],[308.79570837 261.75643844]
[312.87733223 296.65228207],[356.41156684 295.43973281],[374.67163485 273.35038279],[374.84977567 246.35734475],[365.31530545 225.75670597],[357.62810794 234.50897443],[353.97629425 200.05756754],[358.93141114 177.58045078],[364.32839605 158.87300779],[336.3853494  233.94954717],[343.08529304 226.73094651],[344.82726437 252.68823227],[342.13683891 261.81802536],[315.28837689 237.11430723],[321.67343997 237.4448535 ],[325.85741803 261.41821909],[324.98297243 268.82115382],[294.83887358 239.13507384],[301.72923879 240.82937225],[305.45396295 257.23106571],[306.51186359 265.13376147]
[308.81338574 318.17127643],[348.01194356 313.7039064 ],[368.71292744 288.66552029],[376.91810266 261.39616768],[378.51246178 244.02071939],[354.42033088 245.60038801],[352.03661986 210.86489174],[357.36670876 187.55731133],[362.09436497 166.74697671],[333.87441528 245.14936467],[340.24653787 236.2191387 ],[343.57823076 264.72482475],[341.12690873 274.53058187],[312.07664821 248.22490549],[318.80180744 244.28282828],[324.08558332 268.23009165],[322.09826966 276.63473224],[291.55580389 251.34844681],[297.77748246 250.70247954],[301.41265172 269.50749675],[301.23761296 278.11803093]
[301.16892138 324.32338248],[342.25651579 326.77826892],[368.67128597 305.44518106],[379.48796921 277.50524006],[378.26922405 257.384705  ],[351.33453653 254.49925922],[352.00029432 221.51903338],[357.72256735 195.87460435],[363.95314925 170.92510891],[329.70919403 253.5204074 ],[340.17914395 252.0363762 ],[343.02821713 280.21242077],[339.9784218  287.66777459],[306.92501685 255.74725465],[316.99830258 259.4807593 ],[321.85740435 283.10143333],[319.01740443 289.4275777 ],[283.98375592 260.25901877],[294.55340289 262.76484258],[296.94559609 282.18187883],[295.46703525 291.7151257 ]
[300.82291767 330.45642266],[342.37164178 334.17092504],[368.5454137  306.86286557],[382.2528412  282.62159438],[384.76063456 267.71788959],[351.85076757 261.35657459],[349.22468774 222.29200715],[354.50604954 195.70320602],[359.77541603 170.85834728],[331.29648778 259.5052471 ],[337.53049139 247.80846468],[339.17505072 276.2539377 ],[337.61145102 287.45848925],[309.12959811 260.45087915],[314.32350206 255.60118953],[321.55071849 282.27231621],[320.77330758 292.83433582],[287.85587663 263.50138696],[294.6422692  261.72685346],[299.19129005 283.16387002],[298.09208131 295.02926223]
[295.49720534 335.40839785],[337.05966027 336.47124219],[364.42266297 311.7347545 ],[378.87227392 286.66200993],[381.08934672 271.35892673],[345.95906078 265.76679701],[348.81851767 229.81514285],[357.27363587 204.6475889 ],[365.07490729 182.82776414],[325.47974828 265.53410217],[336.0636685  252.86796912],[338.7553776  278.44622242],[335.17056413 291.14870764],[303.76998835 267.35697045],[313.04226661 259.06716471],[319.76615704 282.31826887],[319.09103538 293.79354382],[283.02951373 269.85185683],[290.7823182  266.35226744],[295.10101241 287.14790629],[294.49867393 301.00797535]
[291.03857143 340.77513141],[332.21688069 342.01778435],[358.85584522 316.49799211],[369.62026841 289.14132397],[365.00562679 273.22902941],[344.59829491 266.86404512],[347.71332173 231.36833157],[354.7050226  206.15164535],[362.72868406 184.23230925],[323.55629208 266.68043191],[332.29180534 256.97095238],[332.89439242 284.61044521],[330.09278379 296.43800526],[300.096392   269.74885791],[308.36798833 264.84226308],[314.29536843 290.36599195],[314.17366496 300.72703159],[276.71505581 274.15943617],[285.25314377 273.16095797],[291.13609496 293.31954493],[292.0106342 305.4560468]
[287.95548254 337.61214568],[325.6058273 338.0626734],[351.44333349 315.39156291],[352.93332132 291.49637157],[339.12774243 280.46663943],[341.189665   263.62779911],[343.50549461 227.23579167],[351.26505195 203.87544215],[358.79221966 183.04124572],[319.59359951 262.15572577],[324.70404926 258.11083265],[325.16628349 293.97565692],[324.73773301 308.32916479],[296.68084195 265.90838723],[301.83749555 266.56144775],[307.04325086 296.66888211],[308.92594291 308.8601927 ],[274.2361965  271.04663144],[281.61302577 269.95988008],[288.45237409 290.74733599],[294.19211583 301.49747609]
[285.44750542 335.07113025],[319.70470595 338.3014385 ],[340.53670385 317.84030279],[339.84363264 292.8199347 ],[325.82550521 277.1744456 ],[343.62027512 263.12713185],[351.81409154 228.57527533],[360.04191868 205.59708779],[367.69962912 186.62318456],[321.05849109 260.36903346],[329.29617519 252.56313084],[327.11526896 283.48735338],[326.15730118 293.67783901],[296.13582601 263.45904133],[303.85156499 260.44768002],[304.64980256 286.5508716 ],[306.28388707 296.93671738],[275.43576534 266.60149692],[285.22224916 269.28488719],[285.99032976 289.80706632],[286.1454295  299.38680124]
[289.87967244 333.89649692],[324.13010033 340.86011629],[342.85809164 323.62291847],[334.87444667 304.37430626],[318.64289082 293.1089029 ],[346.24634166 266.20761514],[353.89025038 234.79959228],[364.93527202 212.36596356],[375.57730438 191.09715887],[322.86356595 264.28483163],[326.57172938 250.21851255],[323.87002754 279.565943  ],[324.76339387 291.51197406],[298.68200441 266.20548514],[305.56477119 256.16747792],[303.66717798 283.74065783],[303.68953776 295.39408062],[276.49428513 270.37656672],[286.22867132 266.95266439],[286.60990284 286.11402328],[286.18275984 296.82272927]
[296.2695625  341.59255171],[330.27247635 344.50120026],[347.09143603 329.4185811 ],[341.03322473 314.0523004 ],[329.50413957 304.13828243],[351.28179784 270.39550828],[360.59477322 234.53301173],[370.96951963 214.20505338],[377.92419926 197.70807375],[327.61806009 269.69230933],[330.6900091  254.43738801],[329.54783547 283.5307224 ],[327.31819482 296.755245  ],[304.29942157 273.22561129],[308.90757522 262.87272103],[308.6169719  290.28353765],[307.69243183 302.81159404],[283.89942652 276.38943497],[288.33254113 271.68822183],[288.28312543 291.57980405],[287.94701895 301.87466755]
[296.07157182 338.43236927],[330.09300007 342.84322694],[347.47034717 333.83244132],[342.98364704 325.01343413],[334.84435003 320.35537446],[351.15419763 270.89148554],[362.48600203 237.97296136],[374.05809385 217.45635626],[383.75484718 198.07252516],[328.06775106 269.08159915],[331.00522154 249.82212581],[326.95039906 281.26322953],[324.77421363 295.63042134],[304.66015587 271.53117698],[308.72904303 255.41606027],[306.84216909 286.14401774],[305.73803435 302.00315819],[283.11262459 275.52088611],[288.10966943 268.41709284],[287.10441834 289.44017792],[285.55348927 302.80531163]
[290.82968777 337.38871153],[324.12908768 342.35576663],[346.03579809 331.84014514],[343.27916418 326.17715288],[331.71451152 324.6581427 ],[345.17693737 264.33326367],[357.21934582 231.82949633],[367.00267568 212.25961046],[375.21980847 194.18250558],[322.13954483 262.40788323],[328.60001955 241.86684339],[325.71650436 270.62089905],[323.74975854 286.41163332],[298.61107014 265.50961893],[304.22514611 248.05086803],[304.53478902 277.22611679],[302.97955723 296.47269806],[276.86811566 271.82754185],[283.90554687 262.50856988],[286.28162181 283.63316981],[285.65080381 300.46096645]
[291.30553244 337.36230141],[325.58031679 341.90450211],[342.18780686 334.61601404],[338.463049   329.87692684],[331.83580005 327.00152892],[345.29870329 268.07007086],[354.80038138 235.83476391],[363.77393162 215.15014374],[372.54603255 196.88933144],[321.72226718 265.42420597],[325.62229415 239.15370363],[322.27636747 267.32917274],[319.82580812 285.75964292],[298.33715944 267.3622054 ],[303.74531878 244.87347063],[303.48407224 270.97783085],[301.17233    290.24980263],[275.66856172 272.48958116],[282.50430671 258.64602639],[283.86017481 275.58174666],[282.1772974  291.28465683]
[291.0117905  345.72618242],[327.4837891  348.38644486],[346.96979798 339.68928165],[342.09293635 328.10605887],[331.20740613 321.62068879],[346.83881609 270.45388574],[354.36435395 238.61271842],[363.59068865 217.48383677],[371.13822666 199.45251378],[323.9395902 267.7354617],[324.14899273 246.23754618],[320.51299039 276.05166741],[318.78851141 293.8751759 ],[301.1291988  269.88176984],[302.31589551 250.55894444],[301.81875665 278.59768888],[300.5701968  298.07968568],[278.10014674 274.75461253],[280.75828539 261.47489987],[281.79205653 279.26940157],[282.18697873 295.61106956]
[294.0321777  341.91435388],[328.64155798 347.69099664],[346.61655104 340.7447291 ],[340.29881489 333.17309877],[329.69144292 325.74904461],[349.128023   274.28440035],[355.73041406 238.39298148],[362.32250121 218.25464872],[367.31388319 200.56647923],[323.88489874 271.27655856],[324.6897805  248.34429345],[320.76541578 282.88480969],[319.73770386 302.24366484],[299.08976248 272.81984284],[302.03741777 253.82159522],[301.229647   285.22501928],[299.90563167 304.88408004],[275.60509085 276.11733957],[281.46894642 264.03370976],[282.19808754 285.91098426],[281.33714567 303.12055456]
[297.02604025 343.05779768],[332.24050138 349.77817317],[349.93824663 342.0825954 ],[344.30437093 336.33261164],[332.42952328 332.91066668],[349.02221919 274.16633528],[356.75370664 240.02758659],[364.24921809 221.47377895],[371.03806154 204.14060373],[325.19712109 272.54051213],[328.2629011  251.68685247],[324.07432999 285.55606172],[324.00228082 301.34712828],[300.47170885 275.12462316],[303.75019107 256.20020351],[304.00517333 288.53591933],[304.5376663  306.35809817],[277.21905991 279.32149297],[282.59056799 267.81927726],[284.43410107 289.14074567],[285.29251485 304.95265429]
[298.79580745 350.50407087],[334.76899619 355.1528422 ],[356.43578235 345.26721517],[352.15491389 336.39735851],[338.45966458 335.23154557],[350.85376764 277.83019884],[358.83732451 241.9545213 ],[366.66948965 223.21245835],[372.30839315 207.10480225],[328.73044323 275.04241912],[332.46452582 257.14524806],[327.24583512 294.12791792],[324.79803676 309.62498891],[305.05093932 277.96363141],[307.46765218 261.19758532],[308.39673141 294.77721473],[308.69474057 312.29761983],[281.72749897 283.52259751],[285.4798816  273.23187684],[287.19052586 294.5514828 ],[288.01460935 309.87534942]
[298.53600078 368.27842715],[332.17058063 368.10758706],[360.37857908 354.25305723],[357.40410985 339.08221619],[340.52018436 338.36341832],[355.2922781  285.78364494],[360.42154495 250.65270336],[366.58771648 229.0590315 ],[373.15053829 208.8005516 ],[332.36845189 283.23505983],[333.75111518 263.27161925],[328.17122229 300.46573731],[327.35144105 320.66285971],[308.44124876 284.99878608],[312.00525294 266.40431571],[313.40142721 300.69727609],[313.01734094 322.1927372 ],[284.50586921 289.9963161 ],[290.64466935 278.73462159],[293.21277838 304.32720458],[293.33674081 324.91190774]
[294.85184922 373.04693426],[333.98295528 374.80963372],[362.68320468 357.93492668],[362.11919099 335.77437113],[342.13355632 324.87732964],[356.76304399 288.1553018 ],[357.74854592 252.10767195],[365.80264959 230.25300068],[374.02854772 207.75215236],[334.11002569 287.64868085],[341.09758269 274.60295122],[338.60990251 310.17917932],[336.73875102 320.9784096 ],[307.74014549 293.48480644],[319.87641521 281.56027417],[324.03262322 312.05178403],[323.33966182 322.3170813 ],[283.04916845 301.39536347],[296.45685104 293.91763146],[299.62733753 316.99242323],[299.52807088 327.9557643 ]
[296.61271153 373.67967373],[332.42838958 375.05350475],[355.80810275 351.91441084],[355.77433812 323.65996022],[340.67374243 305.86573007],[355.83065921 296.25516904],[357.86594541 254.9408556 ],[365.25278017 230.98777629],[372.94984858 208.19048071],[333.74517661 293.83995398],[342.64197396 279.74555459],[343.05667203 314.11725787],[344.06801933 328.87504436],[308.99189749 297.8002316 ],[320.74529669 289.73343697],[322.78006628 321.72865386],[321.57912716 333.12251091],[286.12999598 304.71192028],[300.66250257 299.39683048],[303.46137351 324.12488922],[303.07518224 336.95069909]
[309.89342433 347.99495466],[344.22489998 350.47773908],[358.44801304 337.81860807],[355.50632066 326.6785328 ],[347.11721673 317.49777097],[356.84256946 280.54266898],[362.03026934 246.09378282],[368.0700604  222.00912998],[372.81500156 200.02917596],[333.73712894 282.06543611],[339.3015123  279.77852431],[339.45219207 314.76315572],[338.33050164 328.75685747],[309.5800027 289.4933134],[317.869976   294.72055534],[320.90720083 322.35651926],[319.51389257 331.76902996],[287.7106843  298.35955203],[296.14402637 304.22695296],[299.99867085 322.09225721],[302.0944292  330.73619538]
[306.32721741 347.22243758],[343.56136699 347.48306984],[359.02455839 328.09146627],[353.99257648 306.52922594],[343.56492964 292.93418386],[355.03595387 268.89287091],[359.12223252 235.90492906],[365.36657786 213.15032982],[370.06533344 192.17137604],[332.51954879 269.56119596],[343.24458434 265.03919686],[343.95038989 300.36107997],[341.65457337 312.73175439],[308.8182741  276.17909813],[321.92310754 282.14469157],[323.39440611 310.51832556],[319.39762717 317.0247792 ],[287.4078289  284.03379114],[300.28515484 292.57809549],[303.26829998 313.64732058],[303.56554723 321.26069744]
[304.84802651 343.72381302],[340.86933993 339.73322153],[356.92851447 318.82940694],[354.28071139 296.24406534],[342.42070115 280.01706404],[353.51262049 264.64585542],[359.62015797 229.39849667],[368.38072561 205.60099367],[374.36368589 185.17168175],[331.85619872 266.40107541],[346.78075585 253.47497186],[348.42595049 283.70329312],[347.29601385 295.83583743],[308.72247211 273.73939278],[324.39464892 271.49894889],[325.37511855 302.43875328],[322.11031011 312.17812439],[287.69265951 282.77461266],[303.30731154 283.78302107],[307.3148581  303.94224927],[308.91906398 311.38744687]
[308.94071027 342.77294876],[342.26233221 337.24446443],[360.39911561 310.4338321 ],[357.6013143  280.37505733],[344.64962843 263.95208506],[361.25381632 260.98949099],[368.39074624 224.73991492],[377.17841428 199.83619377],[383.71329799 179.41575985],[340.72354239 260.83656462],[352.03128562 244.99703538],[353.00947175 274.65799507],[351.65319582 286.57339189],[318.22140905 265.7810989 ],[327.57604523 258.29778986],[328.69268608 288.17503866],[327.39099917 298.70605591],[298.16373126 272.70646389],[311.25000226 271.48625422],[314.14003938 292.20735623],[314.42872317 301.28704042]
