[220.80988275 411.44018879],[254.58638012 408.68501057],[267.78552521 374.4485495 ],[247.00968324 345.96475169],[220.8547773  319.54881042],[276.60977703 310.34694104],[294.40368798 269.53752178],[307.34001912 242.2773787 ],[319.55957939 219.79450671],[244.90172169 307.20110824],[237.82636721 250.81257823],[237.43522325 209.69789924],[238.86196098 173.13125562],[216.20764004 318.10563683],[211.36544007 298.6967972 ],[219.58550637 338.32766541],[224.39781427 358.03150275],[189.63779681 330.89813922],[190.05459848 323.94000747],[199.73530983 352.4931592 ],[208.56991923 371.86641941]
[287.96259057 392.15885125],[317.58610912 392.24723304],[325.76796513 369.52368643],[311.64928392 349.04195468],[294.26589782 333.33525001],[333.03159341 332.11297344],[345.24765567 302.00110191],[354.63257902 281.11734341],[363.14461499 263.69502883],[313.22267876 327.10743337],[322.33484941 293.31853721],[329.01445019 268.73332694],[335.63552931 246.81296759],[293.8457555  330.52115155],[301.64629815 320.7322086 ],[303.75393268 343.51446771],[305.73625997 356.18014377],[276.86263899 337.54537421],[284.65782392 331.70794225],[287.52633679 345.83977682],[289.21706022 357.05939167]
[280.97869536 393.08344013],[311.07914589 393.13952361],[323.13460795 370.61669   ],[309.81694877 349.55881073],[292.93731554 331.88364767],[332.79070215 331.57606041],[348.2910072  303.81500576],[359.41037932 282.89166847],[369.25399265 262.87074995],[312.4791873  322.58733278],[321.89465845 288.37207909],[328.81637979 263.46232259],[336.58019311 237.50971079],[292.01684747 323.96178739],[297.062492   313.82371885],[297.28336402 340.29744164],[297.25483467 353.83188209],[273.1002292  329.52651013],[277.72100804 321.81659569],[281.15987119 339.12718272],[282.80893381 353.31782627]
[276.25370139 390.0427936 ],[308.95985584 389.94400444],[321.3544986  367.00301245],[307.71581962 347.59891782],[290.75558693 330.48860546],[331.16136231 327.06663595],[348.58147352 301.28423941],[360.26675891 279.71184857],[371.3023964  258.83423707],[310.46211389 319.13410659],[318.84707387 283.76657627],[326.82070833 256.04121048],[335.68507527 231.52243974],[289.70843931 321.45925666],[297.6120653  310.77694227],[299.94349541 336.59802459],[300.1685068  351.62202738],[271.03833084 328.00019846],[279.30386845 319.94019356],[282.83319042 336.49671534],[283.42262723 351.28120108]
[273.51827812 384.75944599],[304.27528252 388.6385572 ],[314.28804597 368.45131727],[298.67125984 349.95631128],[278.16548834 330.14265395],[331.42487694 326.52399196],[350.43322913 295.44997531],[365.86506257 277.86779173],[378.15582305 260.92558214],[307.16428179 318.12717356],[311.65149859 276.80041718],[316.62700167 247.72913924],[321.69270884 220.17347795],[284.60050376 317.95910121],[283.74235096 307.78470337],[286.83104986 335.0022326 ],[290.19905923 348.64630782],[264.48873852 323.10968351],[265.41865079 315.6308483 ],[267.84065762 335.32259648],[269.93222039 351.29296602]
[259.03194944 400.3301691 ],[297.68137625 399.19417497],[307.41593415 372.93996151],[286.65504561 347.32407884],[263.96013138 325.07282231],[323.86077968 327.50560126],[347.71204648 299.55448838],[364.16063784 280.04012097],[378.06926179 259.01515251],[299.8924972  317.12831198],[305.12996512 268.77509826],[306.5290283  238.83337705],[308.06335735 210.71602967],[274.62641726 318.85413975],[271.03544209 304.98937313],[275.52227292 334.44557278],[281.42191133 347.36811752],[252.16822473 325.46809272],[250.11282602 319.50463775],[255.26667544 343.25924934],[260.28326916 360.18037583]
[247.44792775 400.0845614 ],[278.92243436 404.98962619],[288.80537553 385.21951902],[267.32210223 362.25306803],[241.95598169 334.33807891],[313.30459045 331.1910948 ],[335.54540103 301.57322133],[351.91736215 280.94168676],[365.75162074 259.06153286],[286.70431418 321.13538421],[290.39720116 269.87294221],[289.31958263 238.03762882],[290.42891393 207.17308103],[260.67554055 320.19127122],[251.99957346 310.18659776],[255.55631682 339.04268721],[264.8506327  348.04225744],[239.35527613 322.8966209 ],[232.45937594 321.45157191],[236.43698976 346.43054596],[243.46981669 361.16686847]
[233.63826436 403.83334265],[257.07612401 404.52077661],[272.77394916 381.32761726],[259.29236365 358.69459139],[240.69942998 332.87320098],[297.85965108 325.21214464],[316.23847161 296.62294163],[328.80730943 274.11950981],[339.58835769 253.92795482],[270.92504336 316.11916025],[274.28790921 270.70585551],[277.18550668 237.55221188],[278.99404801 208.53863138],[245.13471754 318.6837355 ],[238.54797327 303.51521218],[238.58348606 335.56017208],[239.64182479 350.92485016],[219.83419943 323.38800967],[214.81166235 316.34740347],[217.78201064 340.19144537],[222.1007934 354.9413251]
[228.43842663 397.54964817],[248.39193145 397.14101381],[261.31647214 371.33774508],[249.54566976 344.20559389],[235.7853677  318.13897122],[277.84637387 318.4082461 ],[297.33588346 291.91660752],[310.72189033 269.15870084],[324.37163518 244.0531342 ],[252.54438839 309.77567003],[252.75076901 264.9538756 ],[258.20253783 233.58350473],[263.73970513 202.49883549],[226.77983543 312.51377812],[216.05907965 299.22268653],[218.46379482 335.74987234],[218.31711663 352.76708469],[203.27912669 319.53574186],[199.89725304 315.87279018],[204.39246335 342.26193872],[207.86460157 356.33827204]
[213.74502292 394.86662888],[239.32466714 398.95315163],[247.12788569 372.82877696],[231.12987288 346.40638209],[206.35528496 317.60656162],[269.42972959 312.75131476],[289.90745569 281.25418925],[304.83417677 256.60142183],[318.71443544 233.9029165 ],[239.53016417 307.58163438],[241.23410975 261.88006012],[246.70350948 227.24912875],[252.71821597 196.11798784],[208.96988405 311.85264181],[203.40573833 308.69310902],[205.53117035 340.22176866],[204.57953127 351.46301204],[183.20059319 318.20993604],[183.31070762 323.69605418],[188.9775386 348.4169279],[191.64377394 361.00783199]
[193.16984805 397.45120365],[227.05436733 388.5073228 ],[246.49830687 350.18766073],[247.72067821 322.59314001],[251.87609439 295.58242107],[234.94019189 296.50855595],[241.3552981  260.47128451],[249.45062999 229.946076  ],[256.21120505 203.70847003],[204.32018518 303.12829294],[202.37720921 291.976258  ],[204.07126862 316.21709589],[206.28143517 322.67247584],[177.29437232 312.01473356],[173.46486209 312.54517455],[180.04710937 339.07034288],[183.11868201 344.60317882],[151.57799429 321.27208426],[148.37296404 323.68250237],[160.64568602 345.25662793],[167.8092611  354.05830898]
[180.40435787 397.80772586],[214.70002094 380.27952489],[228.81440272 340.04887762],[229.60198112 310.83403848],[231.46803973 283.45697657],[207.29642296 289.93439938],[206.51761174 251.86711496],[206.67418261 223.32588944],[204.35251637 201.55538995],[179.12739639 299.74452517],[174.11177832 290.64751906],[181.64396605 320.31583365],[186.77707681 332.45749216],[155.92985767 312.18855509],[148.77024451 311.43231935],[162.52342746 338.79532639],[171.76162638 346.78823709],[134.7678072  326.31015911],[130.87762133 328.1623451 ],[145.18912978 348.27741524],[152.88537112 357.17150463]
[168.65241767 394.58119175],[185.71096458 399.00976774],[189.11560714 371.68415851],[169.59818264 343.23324537],[149.87846938 317.55792098],[216.43159468 310.64072215],[229.56022128 271.79794228],[238.64223394 244.86045059],[249.52610793 221.09908495],[191.12161601 305.93299189],[201.62109977 254.58282311],[209.77232473 217.89802474],[218.99092286 185.51839481],[166.26817545 308.1703814 ],[149.41046114 291.8698917 ],[146.64856928 331.88130784],[147.01968895 356.24589756],[140.99540574 314.49473514],[130.10791074 309.26268701],[133.84341295 333.19132718],[139.97829027 350.62471985]
[175.66119476 390.54899109],[201.00772347 390.25984144],[205.07488092 362.3360179 ],[184.75445923 334.35562334],[163.85831244 313.15413156],[220.95619624 300.70005143],[229.5289165  262.70000261],[234.94448107 236.88334373],[241.54898577 215.35470636],[193.80234351 297.18424288],[204.51566781 251.99103646],[211.42811691 218.05007043],[217.93391584 189.11589583],[166.51292672 303.60135174],[155.67270064 295.1550214 ],[157.45991055 334.10620282],[158.13875514 354.82328863],[140.32921647 314.16579113],[136.31659405 315.42159662],[143.63484741 338.14632397],[149.45634285 352.67158663]
[184.05671198 388.34854505],[205.64906168 377.8066895 ],[219.31616188 349.58594067],[208.18329657 319.9791182 ],[193.07753301 291.97690285],[222.84676468 289.59433358],[236.35478634 252.09082329],[246.68572582 227.74465021],[258.16728973 205.24165969],[196.45318888 287.33061098],[205.58518275 243.58959675],[212.80531386 211.32474427],[218.92239092 183.44296163],[171.23715852 294.63111969],[167.08657007 283.63968805],[169.26299632 320.97683607],[168.38875838 344.76438078],[147.1365167  308.77344181],[147.34175538 300.991405  ],[155.38060031 325.59025691],[160.10290201 345.58387097]
[188.88906657 378.46085943],[212.82210182 380.22923446],[222.02550688 357.45222804],[204.90907057 332.70083007],[180.31150055 308.61442467],[242.80129076 302.78861079],[265.07063473 273.19833829],[279.29113688 253.15585177],[290.21947888 233.99882282],[216.67120584 291.92051374],[226.38217028 256.1370942 ],[237.65161071 228.01833614],[247.01807421 201.79535303],[191.64334996 293.55818197],[180.80462501 290.26427649],[182.41201363 323.56017081],[182.4444397  342.12093293],[166.08492076 302.10907822],[159.88235174 302.70315689],[164.69833548 328.10360968],[168.35299257 343.58501477]
[210.06675707 385.10165079],[229.98038541 387.46082073],[239.04583831 363.9306729 ],[221.41056528 333.91588953],[198.50369474 307.22860655],[262.96949379 311.42028025],[284.12147245 283.60224955],[296.28995654 263.38017853],[308.27994231 246.30477294],[236.9337528  300.40399687],[241.41481103 257.41987739],[245.75042596 227.97843221],[249.78360984 204.24279523],[210.75356972 301.5061659 ],[199.18485193 291.3329391 ],[200.33237768 320.925415  ],[201.75845039 336.072446  ],[186.6365637  307.60458797],[180.26293838 304.14228726],[183.72965814 327.79013995],[187.12154569 342.57703133]
[226.44987514 382.62083336],[246.14523448 382.91784219],[258.26808569 362.51771262],[245.00399553 336.94274408],[230.19453504 311.43786646],[277.51817549 313.83563403],[297.30358335 287.54824556],[310.47205658 267.18996818],[323.46898517 245.72842965],[251.34204761 302.79804497],[255.28857955 265.27756312],[261.61363483 238.26933085],[266.98976616 210.60483785],[225.97970003 305.10225349],[220.92323098 294.66037414],[223.40678703 326.33237073],[223.77218963 343.36104274],[201.75698217 311.94775845],[199.56676589 304.72423909],[205.19174137 327.04233738],[209.16030404 341.68834439]
[240.00657852 381.12507403],[267.98313913 381.91955166],[281.16229986 361.70466539],[267.73558188 340.39986317],[248.52499095 318.3680328 ],[295.44277133 315.96367021],[317.69176839 293.04858376],[333.30085428 273.9153641 ],[346.65517677 258.25191754],[271.59940917 306.85932497],[278.45409668 267.4381161 ],[284.867753   236.87497571],[289.40595075 212.08091386],[246.3229563  310.04605711],[246.45457839 301.27420949],[250.76601483 326.77605809],[253.6557488  339.84445227],[223.98725132 317.67388294],[227.00966369 313.57705434],[231.39979605 331.03480112],[234.33686863 343.03242836]
[253.49717653 376.15929528],[285.33257912 379.89198037],[297.25829227 361.07982965],[281.12313079 341.39958295],[262.07353466 317.58714598],[314.28538357 318.47112769],[335.31324369 290.94618001],[352.30200773 273.47124815],[366.22845889 255.75585275],[291.31362412 310.4356893 ],[297.66369169 267.49423819],[303.05827736 238.07990491],[308.04908571 211.36083721],[269.24240981 310.66127965],[270.99580465 303.10651914],[274.32602986 329.73917782],[278.02897752 342.05207287],[250.68784068 315.27927164],[253.01578188 310.25464937],[255.49561333 328.6143894 ],[258.40860833 342.62957423]
[260.72408241 400.47209335],[296.64142069 398.25747312],[304.98498209 371.69435242],[288.67449291 346.79304917],[269.31728158 324.40594429],[315.46916516 327.38027704],[336.03918569 301.23587288],[351.00538646 280.89944112],[365.64323177 260.11645665],[294.67789689 320.45646572],[302.39305766 278.42272818],[308.23135693 249.41983259],[314.41614675 222.00984316],[271.58630927 323.66304687],[274.91437028 311.89351598],[278.62988407 337.63048003],[280.68673546 350.47890382],[250.90227109 331.46239091],[255.88007555 325.46318786],[262.2248389  345.30161207],[264.94504678 360.78738138]
[262.67365983 397.23519318],[294.06204899 402.38988576],[300.11298017 380.11389824],[284.36660956 358.42569103],[264.34508164 335.85501598],[317.80292563 338.02455026],[332.46099041 313.53461798],[346.50408558 292.27070238],[361.02796096 270.66868732],[297.55812847 329.47163778],[302.82323216 290.05697286],[311.00240869 261.52991648],[320.29164473 236.97190825],[276.51199051 330.06851972],[277.62785572 321.39653207],[277.98645236 346.52934859],[279.26861415 359.48419854],[257.67349632 334.89294132],[259.60801444 330.89414779],[262.29984414 346.16335307],[264.57742944 356.4446525 ]
[255.51512776 403.73172884],[287.39716755 401.17929246],[296.00377607 382.86248003],[281.45351501 364.01273267],[259.68946699 345.90427172],[307.06525397 343.53431481],[318.42350516 314.33132436],[327.97656419 293.24801093],[338.48751251 274.15194344],[285.72454663 336.5083546 ],[294.14897475 297.39273961],[301.07256236 270.1220632 ],[309.07139565 246.34775399],[263.94580491 338.90222739],[266.79292109 323.50604632],[268.98816528 349.54827603],[271.2562664 364.1642768],[244.53881785 345.18467525],[249.97265063 335.49360346],[254.36626625 352.56359964],[258.02469812 367.14313854]
[245.30746212 401.91840106],[274.39545398 400.64626259],[283.61788541 381.20455892],[273.32068952 361.44463413],[255.83446836 343.44329293],[297.29277916 341.3361087 ],[314.92256247 316.84760982],[327.47744444 297.49074815],[339.94568181 278.68191935],[276.76658911 333.97223055],[285.61131488 299.02122791],[292.4560412  270.34255491],[298.13216326 244.76290826],[254.4414975  336.12614925],[255.0563778  325.83597109],[256.94747248 351.86411574],[257.9410898 366.4004398],[233.82669131 341.64754111],[237.83723979 334.89234736],[242.33118781 353.68745244],[245.39320056 369.03589307]
[241.21678307 391.51249589],[266.03198525 401.99455529],[278.12802211 390.19716857],[264.86215953 375.54426484],[242.01271593 355.87735614],[292.97672034 338.18989988],[313.65866474 315.39316272],[328.22924109 297.5145721 ],[340.62829041 279.89532461],[270.72333001 331.09849476],[274.202966   291.46477244],[280.41316726 262.59736198],[285.13991333 239.12321175],[249.08833289 332.89761501],[247.58300362 326.43403812],[250.56854398 352.75095958],[252.46624515 366.043677  ],[229.8049913  339.96848519],[233.61966963 334.6666925 ],[236.86502892 353.15147831],[238.0772482  367.80840524]
[227.94200008 398.57649796],[259.98205371 403.12435294],[268.35882482 387.71538279],[249.93575625 370.95545733],[225.01354163 348.91056327],[284.9841278  338.70350604],[303.47938053 314.11695102],[319.87502141 294.6713487 ],[333.40355492 275.60104618],[260.67756851 332.0107782 ],[264.03781963 289.3527991 ],[268.26312254 259.45168456],[271.31813582 234.78921027],[236.34017766 334.82922722],[235.93873115 327.9016065 ],[241.81484821 354.62736509],[246.19081876 366.0477221 ],[216.7048441 341.8149718],[218.96038668 338.23314321],[225.25134163 356.879799  ],[229.51664084 370.58350858]
[220.01911576 409.10431421],[246.48204105 412.06550475],[258.06532294 392.17285136],[246.50477674 371.39974762],[226.75858651 349.37259546],[274.4870938  341.12122036],[294.51934386 313.85910044],[308.73658537 295.23474822],[320.53375788 278.67543026],[249.60823604 334.28148135],[250.51609768 294.50340418],[252.70600838 264.4267235 ],[254.95250911 237.85405525],[225.73346427 337.67418618],[221.22928912 328.11968852],[223.39003728 354.8159649 ],[224.88554915 367.9315614 ],[204.44554108 344.17492638],[204.78742979 340.92130208],[209.08913833 361.25681709],[212.89799768 375.26122993]
[209.7836249  409.20244407],[230.81001451 414.72381674],[239.3877966  394.51695532],[225.1647221  371.17447055],[206.0847824  345.61125655],[264.2135158  344.90046241],[278.51237282 319.66224869],[292.84767821 298.47473595],[304.96792599 276.28929292],[240.09039689 337.43133512],[241.07908487 297.67882041],[244.81565896 268.78837557],[247.36063786 241.46052028],[215.31188543 337.74492731],[205.23655999 330.69232009],[204.70299372 362.82981861],[204.2503629  377.50061217],[193.34643445 340.62805147],[188.7173039  342.33198325],[191.29705124 365.1674943 ],[194.34952915 377.49458351]
[197.61095134 413.2743764 ],[230.67953446 412.38969671],[241.7340386  388.66116788],[228.9138398  364.09258961],[201.965785   342.30991466],[249.33750239 339.24430707],[271.13266851 311.52318891],[285.54494136 288.64361612],[301.31260748 266.41657017],[224.54284512 332.15332978],[230.58900735 289.07299146],[237.28195353 255.76371091],[246.41430423 227.94393769],[199.20196771 336.39756618],[202.70773695 321.33266884],[206.12605664 353.99684985],[206.86690388 373.03184533],[176.61170034 346.01649609],[182.13020987 336.24683724],[187.39238823 360.27267472],[190.32543775 379.13240813]
